id,monster_id1,monster_level1,monster_star1,post1,skill_level1,monster_id2,monster_level2,monster_star2,post2,skill_level2,monster_id3,monster_level3,monster_star3,post3,skill_level3,monster_id4,monster_level4,monster_star4,post4,skill_level4,ai,size1,size2,size3,size4
1005146,1003343,36,5,0,14|1|1|1|1,1003301,44,5,0,14|1|1|1|1,1003345,36,5,0,14|1|1|1|1,0,1,5,0,14|1|1|1|1,0,0,0,0,0
1005156,2105005,1,9,0,14|1|1|1|1,0,1,1,0,14|1|1|1|1,0,1,1,0,14|1|1|1|1,0,1,1,0,14|1|1|1|1,0,0,0,0,0
1005166,1003328,45,5,0,15|1|1|1|1,1003313,45,5,0,15|1|1|1|1,1002308,38,5,0,15|1|1|1|1,0,1,5,0,15|1|1|1|1,0,0,0,0,0
1005176,1003330,46,5,0,15|1|1|1|1,1003343,38,5,0,15|1|1|1|1,1002328,38,5,0,15|1|1|1|1,0,1,5,0,15|1|1|1|1,0,0,0,0,0
1005186,1004342,39,5,0,15|1|1|1|1,1003332,38,5,0,15|1|1|1|1,1002339,39,5,0,15|1|1|1|1,0,1,5,0,15|1|1|1|1,0,0,0,0,0
1005196,1004343,40,5,0,15|1|1|1|1,1003342,39,5,0,15|1|1|1|1,1002330,32,5,0,15|1|1|1|1,0,1,5,0,15|1|1|1|1,0,0,0,0,0
1005206,2105010,1,10,0,15|1|1|1|1,0,1,1,0,15|1|1|1|1,0,1,1,0,15|1|1|1|1,0,1,1,0,15|1|1|1|1,0,0,0,0,0
1006116,1003327,66,6,0,16|1|1|1|1,1003311,61,6,0,16|1|1|1|1,1003327,61,6,0,16|1|1|1|1,0,1,6,0,16|1|1|1|1,0,0,0,0,0
1006126,1003325,66,6,0,16|1|1|1|1,1002341,55,6,0,16|1|1|1|1,1003355,55,6,0,16|1|1|1|1,0,1,6,0,16|1|1|1|1,0,0,0,0,0
1006136,1003341,55,6,0,16|1|1|1|1,1003327,61,6,0,16|1|1|1|1,1003356,50,4,0,16|1|1|1|1,0,1,6,0,16|1|1|1|1,0,0,0,0,0
1006146,1003341,50,6,0,16|1|1|1|1,1003342,50,6,0,16|1|1|1|1,1003357,50,6,0,16|1|1|1|1,0,1,6,0,16|1|1|1|1,0,0,0,0,0
1006156,2106005,1,10,0,16|1|1|1|1,0,1,10,0,16|1|1|1|1,0,1,10,0,16|1|1|1|1,0,1,10,0,16|1|1|1|1,0,0,0,0,0
1006166,1003342,61,6,0,18|1|1|1|1,1003325,61,6,0,18|1|1|1|1,1003327,61,6,0,18|1|1|1|1,0,1,6,0,18|1|1|1|1,0,0,0,0,0
1006176,1003339,66,6,0,18|1|1|1|1,1003341,50,6,0,18|1|1|1|1,1003356,66,6,0,18|1|1|1|1,0,1,6,0,18|1|1|1|1,0,0,0,0,0
1006186,1003356,55,6,0,18|1|1|1|1,1003327,61,6,0,18|1|1|1|1,1003341,55,6,0,18|1|1|1|1,0,1,6,0,18|1|1|1|1,0,0,0,0,0
1006196,1003355,66,6,0,18|1|1|1|1,1003342,50,6,0,18|1|1|1|1,1003341,66,6,0,18|1|1|1|1,0,1,6,0,18|1|1|1|1,0,0,0,0,0
1006206,2106010,1,10,0,18|1|1|1|1,0,1,10,0,18|1|1|1|1,0,1,10,0,18|1|1|1|1,0,1,10,0,18|1|1|1|1,0,0,0,0,0
1007116,1003338,75,6,0,20|1|1|1|1,1003354,75,6,0,20|1|1|1|1,1003337,66,6,0,20|1|1|1|1,1003339,73,6,0,20|1|1|1|1,0,0,0,0,0
1007126,1003337,75,6,0,20|1|1|1|1,1003352,75,6,0,20|1|1|1|1,1003338,66,6,0,20|1|1|1|1,1003339,73,6,0,20|1|1|1|1,0,0,0,0,0
1007136,1003339,75,6,0,20|1|1|1|1,1003353,75,6,0,20|1|1|1|1,1003338,55,6,0,20|1|1|1|1,1003322,88,6,0,20|1|1|1|1,0,0,0,0,0
1007146,1003352,75,6,0,20|1|1|1|1,1003354,75,6,0,20|1|1|1|1,1003339,66,6,0,20|1|1|1|1,1002336,88,6,0,20|1|1|1|1,0,0,0,0,0
1007156,2107005,1,10,0,20|1|1|1|1,0,1,10,0,20|1|1|1|1,0,1,10,0,20|1|1|1|1,0,1,10,0,20|1|1|1|1,0,0,0,0,0
1007166,1003318,75,6,0,22|12|1|1|1,1003316,75,6,0,22|12|1|1|1,1003338,66,6,0,22|12|1|1|1,1003338,76,6,0,22|12|1|1|1,0,0,0,0,0
1007176,1003337,75,6,0,22|12|1|1|1,1003322,75,6,0,22|12|1|1|1,1003339,66,6,0,22|12|1|1|1,1003339,92,6,0,22|12|1|1|1,0,0,0,0,0
1007186,1003327,75,6,0,22|12|1|1|1,1003339,75,6,0,22|12|1|1|1,1003308,55,6,0,22|12|1|1|1,1003339,98,6,0,22|12|1|1|1,0,0,0,0,0
1007196,1003337,75,6,0,22|12|1|1|1,1003339,75,6,0,22|12|1|1|1,1003338,55,6,0,22|12|1|1|1,1003336,92,6,0,22|12|1|1|1,0,0,0,0,0
1007206,2107010,1,6,0,22|12|1|1|1,0,1,6,0,22|12|1|1|1,0,1,6,0,22|12|1|1|1,0,1,6,0,22|12|1|1|1,0,0,0,0,0
1008116,1003349,90,6,0,26|16|1|1|1,1003334,75,6,0,26|16|1|1|1,1003336,105,6,0,26|16|1|1|1,1003339,69,6,0,26|16|1|1|1,0,0,0,0,0
1008126,1003350,92,6,0,26|16|1|1|1,1003336,63,6,0,26|16|1|1|1,1003335,87,6,0,26|16|1|1|1,1003334,85,6,0,26|16|1|1|1,0,0,0,0,0
1008136,1003351,97,6,0,26|16|1|1|1,1003335,81,6,0,26|16|1|1|1,1003338,105,6,0,26|16|1|1|1,1003350,90,6,0,26|16|1|1|1,0,0,0,0,0
1008146,1003364,84,6,0,26|16|1|1|1,1003349,85,6,0,26|16|1|1|1,1003327,87,6,0,26|16|1|1|1,1003339,78,6,0,26|16|1|1|1,0,0,0,0,0
1008156,2108005,1,11,0,26|16|1|1|1,0,1,11,0,26|16|1|1|1,0,1,11,0,26|16|1|1|1,0,1,11,0,26|16|1|1|1,0,0,0,0,0
1008166,1003351,90,6,0,30|20|1|1|1,1003334,94,6,0,30|20|1|1|1,1003335,91,6,0,30|20|1|1|1,1003349,85,6,0,30|20|1|1|1,0,0,0,0,0
1008176,1003334,70,5,0,30|20|1|1|1,1003320,72,5,0,30|20|1|1|1,1003349,71,5,0,30|20|1|1|1,1003336,80,5,0,30|20|1|1|1,0,0,0,0,0
1008186,1003349,74,5,0,30|20|1|1|1,1003350,58,5,0,30|20|1|1|1,1003334,97,5,0,30|20|1|1|1,1003335,66,5,0,30|20|1|1|1,0,0,0,0,0
1008196,1003334,77,5,0,30|20|1|1|1,1003363,61,5,0,30|20|1|1|1,1003327,97,5,0,30|20|1|1|1,1003349,88,5,0,30|20|1|1|1,0,0,0,0,0
1008206,2108010,1,11,0,30|20|1|1|1,0,1,11,0,30|20|1|1|1,0,1,11,0,30|20|1|1|1,0,1,11,0,30|20|1|1|1,0,0,0,0,0
1009116,1003332,80,5,0,35|25|1|1|1,1003346,65,5,0,35|25|1|1|1,1002316,79,5,0,35|25|1|1|1,1003331,73,5,0,35|25|1|1|1,0,0,0,0,0
1009126,1003331,80,5,0,35|25|1|1|1,1003347,65,5,0,35|25|1|1|1,1002317,82,5,0,35|25|1|1|1,1003346,73,5,0,35|25|1|1|1,0,0,0,0,0
1009136,1003333,80,5,0,35|25|1|1|1,1003348,65,5,0,35|25|1|1|1,1002318,69,5,0,35|25|1|1|1,1003348,73,5,0,35|25|1|1|1,0,0,0,0,0
1009146,1003348,80,6,0,35|25|1|1|1,1003362,65,6,0,35|25|1|1|1,1002332,74,6,0,35|25|1|1|1,1003331,57,6,0,35|25|1|1|1,0,0,0,0,0
1009156,2109005,1,12,0,35|25|1|1|1,0,1,12,0,35|25|1|1|1,0,1,12,0,35|25|1|1|1,0,1,12,0,35|25|1|1|1,0,0,0,0,0
1009166,1003346,80,6,0,35|30|1|1|1,1003332,65,6,0,35|30|1|1|1,1003348,82,6,0,35|30|1|1|1,1003332,73,6,0,35|30|1|1|1,0,0,0,0,0
1009176,1003347,80,6,0,35|30|1|1|1,1003333,49,6,0,35|30|1|1|1,1003346,80,6,0,35|30|1|1|1,1003331,57,6,0,35|30|1|1|1,0,0,0,0,0
1009186,1003348,80,6,0,35|30|1|1|1,1003331,65,6,0,35|30|1|1|1,1003347,66,6,0,35|30|1|1|1,1003346,73,6,0,35|30|1|1|1,0,0,0,0,0
1009196,1003361,80,6,0,35|30|1|1|1,1003347,43,6,0,35|30|1|1|1,1003331,88,6,0,35|30|1|1|1,1003377,51,6,0,35|30|1|1|1,0,0,0,0,0
1009206,2109010,1,8,0,35|30|1|1|1,0,1,8,0,35|30|1|1|1,0,1,8,0,35|30|1|1|1,0,1,8,0,35|30|1|1|1,0,0,0,0,0
1010116,1003329,80,7,0,40|30|1|1|1,1003330,80,7,0,40|30|1|1|1,1003342,73,7,0,40|30|1|1|1,1003344,100,7,0,40|30|1|1|1,0,0,0,0,0
1010126,1003343,80,7,0,40|30|1|1|1,1003342,80,7,0,40|30|1|1|1,1003339,73,7,0,40|30|1|1|1,1003328,100,7,0,40|30|1|1|1,0,0,0,0,0
1010136,1003344,80,7,0,40|30|1|1|1,1003345,80,7,0,40|30|1|1|1,1003328,73,7,0,40|30|1|1|1,1003330,100,7,0,40|30|1|1|1,0,0,0,0,0
1010146,1003345,80,7,0,40|30|1|1|1,1003359,80,7,0,40|30|1|1|1,1003360,73,7,0,40|30|1|1|1,1003329,100,7,0,40|30|1|1|1,0,0,0,0,0
1010156,2110005,1,8,0,40|30|1|1|1,0,1,8,0,40|30|1|1|1,0,1,8,0,40|30|1|1|1,0,1,8,0,40|30|1|1|1,0,0,0,0,0
1010166,1003329,80,7,0,40|35|1|1|1,1003330,80,7,0,40|35|1|1|1,1003345,73,7,0,40|35|1|1|1,1003339,100,7,0,40|35|1|1|1,0,0,0,0,0
1010176,1003345,80,7,0,40|35|1|1|1,1003359,80,7,0,40|35|1|1|1,1003360,57,7,0,40|35|1|1|1,1003359,100,7,0,40|35|1|1|1,0,0,0,0,0
1010186,1003345,80,7,0,40|35|1|1|1,1003343,80,7,0,40|35|1|1|1,1003360,73,7,0,40|35|1|1|1,1003345,100,7,0,40|35|1|1|1,0,0,0,0,0
1010196,1003369,80,7,0,40|35|1|1|1,1003343,80,7,0,40|35|1|1|1,1003359,51,7,0,40|35|1|1|1,1003375,100,7,0,40|35|1|1|1,0,0,0,0,0
1010206,2110010,1,8,0,40|35|1|1|1,0,1,8,0,40|35|1|1|1,0,1,8,0,40|35|1|1|1,0,1,8,0,40|35|1|1|1,0,0,0,0,0
1011116,1003327,115,7,0,45|35|1|1|1,1003356,115,7,0,45|35|1|1|1,1003342,112,7,0,45|35|1|1|1,1003357,115,7,0,45|35|1|1|1,0,0,0,0,0
1011126,1003342,115,7,0,45|35|1|1|1,1003341,115,7,0,45|35|1|1|1,1003340,112,7,0,45|35|1|1|1,1003355,115,7,0,45|35|1|1|1,0,0,0,0,0
1011136,1003341,115,7,0,45|35|1|1|1,1003357,115,7,0,45|35|1|1|1,1003356,139,7,0,45|35|1|1|1,1003357,115,7,0,45|35|1|1|1,0,0,0,0,0
1011146,1003367,115,7,0,45|35|1|1|1,1003355,115,7,0,45|35|1|1|1,1003340,139,7,0,45|35|1|1|1,1003356,115,7,0,45|35|1|1|1,0,0,0,0,0
1011156,2111005,1,8,0,45|35|1|1|1,0,1,8,0,45|35|1|1|1,0,1,8,0,45|35|1|1|1,0,1,8,0,45|35|1|1|1,0,0,0,0,0
1011166,1003355,115,7,0,45|40|1|1|1,1003357,115,7,0,45|40|1|1|1,1003342,112,7,0,45|40|1|1|1,1003356,115,7,0,45|40|1|1|1,0,0,0,0,0
1011176,1003379,115,7,0,45|40|1|1|1,1003341,115,7,0,45|40|1|1|1,1003340,130,7,0,45|40|1|1|1,1003357,115,7,0,45|40|1|1|1,0,0,0,0,0
1011186,1003384,115,7,0,45|40|1|1|1,1003356,115,7,0,45|40|1|1|1,1003341,105,7,0,45|40|1|1|1,1003355,115,7,0,45|40|1|1|1,0,0,0,0,0
1011196,1003389,115,7,0,45|40|1|1|1,1003355,115,7,0,45|40|1|1|1,1003379,105,7,0,45|40|1|1|1,1003357,115,7,0,45|40|1|1|1,0,0,0,0,0
1011206,2111010,1,8,0,45|40|1|1|1,0,1,8,0,45|40|1|1|1,0,1,8,0,45|40|1|1|1,0,1,8,0,45|40|1|1|1,0,0,0,0,0
1012116,1003354,130,7,0,50|40|1|1|1,1003353,130,7,0,50|40|1|1|1,1003338,130,7,0,50|40|1|1|1,1003339,130,7,0,50|40|1|1|1,0,0,0,0,0
1012126,1003353,130,7,0,50|40|1|1|1,1003366,130,7,0,50|40|1|1|1,1003339,130,7,0,50|40|1|1|1,1003378,130,7,0,50|40|1|1|1,0,0,0,0,0
1012136,1003352,130,7,0,50|40|1|1|1,1003378,130,7,0,50|40|1|1|1,1003354,130,7,0,50|40|1|1|1,1003383,130,7,0,50|40|1|1|1,0,0,0,0,0
1012146,1003365,130,7,0,50|40|1|1|1,1003353,130,7,0,50|40|1|1|1,1003352,130,7,0,50|40|1|1|1,1003388,130,7,0,50|40|1|1|1,0,0,0,0,0
1012156,2112005,1,8,0,50|40|1|1|1,0,1,8,0,50|40|1|1|1,0,1,8,0,50|40|1|1|1,0,1,8,0,50|40|1|1|1,0,0,0,0,0
1012166,1003388,130,7,0,50|45|1|1|1,1003353,130,7,0,50|45|1|1|1,1003338,130,7,0,50|45|1|1|1,1003338,130,7,0,50|45|1|1|1,0,0,0,0,0
1012176,1003378,130,7,0,50|45|1|1|1,1003388,130,7,0,50|45|1|1|1,1003353,130,7,0,50|45|1|1|1,1003309,130,7,0,50|45|1|1|1,0,0,0,0,0
1012186,1003383,130,7,0,50|45|1|1|1,1003378,130,7,0,50|45|1|1|1,1003365,130,7,0,50|45|1|1|1,1003309,130,7,0,50|45|1|1|1,0,0,0,0,0
1012196,1003373,130,7,0,50|45|1|1|1,1003366,130,7,0,50|45|1|1|1,1003352,130,7,0,50|45|1|1|1,1003306,130,7,0,50|45|1|1|1,0,0,0,0,0
1012206,2112010,1,8,0,50|45|1|1|1,0,1,8,0,50|45|1|1|1,0,1,8,0,50|45|1|1|1,0,1,8,0,50|45|1|1|1,0,0,0,0,0
1013116,1003349,145,8,0,50|45|1|1|1,1003382,145,8,0,50|45|1|1|1,1003350,145,8,0,50|45|1|1|1,1003369,145,8,0,50|45|1|1|1,0,0,0,0,0
1013126,1003350,145,8,0,50|45|1|1|1,1003355,145,8,0,50|45|1|1|1,1003364,145,8,0,50|45|1|1|1,1003335,145,8,0,50|45|1|1|1,0,0,0,0,0
1013136,1003364,145,8,0,50|45|1|1|1,1003377,145,8,0,50|45|1|1|1,1003382,145,8,0,50|45|1|1|1,1003359,145,8,0,50|45|1|1|1,0,0,0,0,0
1013146,1003363,145,8,0,50|45|1|1|1,1003387,145,8,0,50|45|1|1|1,1003377,145,8,0,50|45|1|1|1,1003350,145,8,0,50|45|1|1|1,0,0,0,0,0
1013156,2113005,1,9,0,50|45|1|1|1,0,1,9,0,50|45|1|1|1,0,1,9,0,50|45|1|1|1,0,1,9,0,50|45|1|1|1,0,0,0,0,0
1013166,1003369,145,8,0,55|45|1|1|1,1003350,145,8,0,55|45|1|1|1,1003377,145,8,0,55|45|1|1|1,1003364,145,8,0,55|45|1|1|1,0,0,0,0,0
1013176,1003377,145,8,0,55|45|1|1|1,1003382,145,8,0,55|45|1|1|1,1003387,145,8,0,55|45|1|1|1,1003349,145,8,0,55|45|1|1|1,0,0,0,0,0
1013186,1003350,145,8,0,55|45|1|1|1,1003382,145,8,0,55|45|1|1|1,1003364,145,8,0,55|45|1|1|1,1003364,145,8,0,55|45|1|1|1,0,0,0,0,0
1013196,1003363,145,8,0,55|45|1|1|1,1003372,145,8,0,55|45|1|1|1,1003377,145,8,0,55|45|1|1|1,1003362,145,8,0,55|45|1|1|1,0,0,0,0,0
1013206,2113010,1,9,0,55|45|1|1|1,0,1,9,0,55|45|1|1|1,0,1,9,0,55|45|1|1|1,0,1,9,0,55|45|1|1|1,0,0,0,0,0
1014116,1003347,160,9,0,55|45|1|1|1,1003349,160,9,0,55|45|1|1|1,1003376,160,9,0,55|45|1|1|1,1003347,160,9,0,55|45|1|1|1,0,0,0,0,0
1014126,1003362,160,9,0,55|45|1|1|1,1003361,160,9,0,55|45|1|1|1,1003331,160,9,0,55|45|1|1|1,1003375,160,9,0,55|45|1|1|1,0,0,0,0,0
1014136,1003381,160,9,0,55|45|1|1|1,1003376,160,9,0,55|45|1|1|1,1003376,160,9,0,55|45|1|1|1,1003361,160,9,0,55|45|1|1|1,0,0,0,0,0
1014146,1003371,160,9,0,55|45|1|1|1,1003331,160,9,0,55|45|1|1|1,1003386,160,9,0,55|45|1|1|1,1003372,160,9,0,55|45|1|1|1,0,0,0,0,0
1014156,2114005,1,10,0,55|45|1|1|1,0,1,10,0,55|45|1|1|1,0,1,10,0,55|45|1|1|1,0,1,10,0,55|45|1|1|1,0,0,0,0,0
1014166,1003376,160,9,0,55|50|1|1|1,1003377,160,9,0,55|50|1|1|1,1003379,160,9,0,55|50|1|1|1,1003353,160,9,0,55|50|1|1|1,0,0,0,0,0
1014176,1003381,160,9,0,55|50|1|1|1,1003382,160,9,0,55|50|1|1|1,1003384,160,9,0,55|50|1|1|1,1003371,160,9,0,55|50|1|1|1,0,0,0,0,0
1014186,1003371,160,9,0,55|50|1|1|1,1003372,160,9,0,55|50|1|1|1,1003373,160,9,0,55|50|1|1|1,1003370,160,9,0,55|50|1|1|1,0,0,0,0,0
1014196,1003371,160,9,0,55|50|1|1|1,1003361,160,9,0,55|50|1|1|1,1003362,160,9,0,55|50|1|1|1,1003373,160,9,0,55|50|1|1|1,0,0,0,0,0
1014206,2114010,1,10,0,55|50|1|1|1,0,1,10,0,55|50|1|1|1,0,1,10,0,55|50|1|1|1,0,1,10,0,55|50|1|1|1,0,0,0,0,0
1015116,1003359,170,9,0,60|50|40|1|1,1003345,175,9,0,60|50|40|1|1,1003370,175,9,0,60|50|40|1|1,1003343,175,9,0,60|50|40|1|1,0,0,0,0,0
1015126,1003345,170,9,0,60|50|40|1|1,1003369,175,9,0,60|50|40|1|1,1003380,175,9,0,60|50|40|1|1,1003344,175,9,0,60|50|40|1|1,0,0,0,0,0
1015136,1003370,170,9,0,60|50|40|1|1,1003375,175,9,0,60|50|40|1|1,1003345,175,9,0,60|50|40|1|1,1003360,175,9,0,60|50|40|1|1,0,0,0,0,0
1015146,1003380,170,9,0,60|50|40|1|1,1003359,175,9,0,60|50|40|1|1,1003385,175,9,0,60|50|40|1|1,1003359,175,9,0,60|50|40|1|1,0,0,0,0,0
1015156,2115005,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,0,0,0,0
1015166,1003359,170,9,0,60|50|40|1|1,1003369,175,9,0,60|50|40|1|1,1003369,175,9,0,60|50|40|1|1,1003380,175,9,0,60|50|40|1|1,0,0,0,0,0
1015176,1003345,170,9,0,60|50|40|1|1,1003370,175,9,0,60|50|40|1|1,1003370,175,9,0,60|50|40|1|1,1003345,175,9,0,60|50|40|1|1,0,0,0,0,0
1015186,1003390,170,9,0,60|50|40|1|1,1003389,175,9,0,60|50|40|1|1,1003375,175,9,0,60|50|40|1|1,1003383,175,9,0,60|50|40|1|1,0,0,0,0,0
1015196,1003375,170,9,0,60|50|40|1|1,1003370,175,9,0,60|50|40|1|1,1003390,175,9,0,60|50|40|1|1,1003359,175,9,0,60|50|40|1|1,0,0,0,0,0
1015206,2115010,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,1,10,0,60|50|40|1|1,0,0,0,0,0
2001116,1003305,50,3,0,15|15|15|15|15,1003301,50,3,0,15|15|15|15|15,0,370,3,0,15|15|15|15|15,0,50,3,0,15|15|15|15|15,0,0,0,0,0
2001126,1003314,50,3,0,15|15|15|15|15,1003301,50,3,0,15|15|15|15|15,0,373,3,0,15|15|15|15|15,0,50,3,0,15|15|15|15|15,0,0,0,0,0
2001136,1003309,55,3,0,15|15|15|15|15,1003319,55,3,0,15|15|15|15|15,0,453,3,0,15|15|15|15|15,0,55,3,0,15|15|15|15|15,0,0,0,0,0
2001146,1003309,55,3,0,15|15|15|15|15,1003301,55,3,0,15|15|15|15|15,0,458,3,0,15|15|15|15|15,0,55,3,0,15|15|15|15|15,0,0,0,0,0
2001156,2201005,1,5,0,15|15|15|15|15,0,1,5,0,15|15|15|15|15,0,1,5,0,15|15|15|15|15,0,1,5,0,15|15|15|15|15,0,0,0,0,0
2002116,1003308,60,4,0,16|16|16|16|16,1003318,60,4,0,16|16|16|16|16,0,388,4,0,16|16|16|16|16,0,60,4,0,16|16|16|16|16,0,0,0,0,0
2002126,1003308,60,4,0,16|16|16|16|16,1003319,60,4,0,16|16|16|16|16,0,470,4,0,16|16|16|16|16,0,60,4,0,16|16|16|16|16,0,0,0,0,0
2002136,1003327,65,4,0,16|16|16|16|16,1003318,65,4,0,16|16|16|16|16,0,395,4,0,16|16|16|16|16,0,65,4,0,16|16|16|16|16,0,0,0,0,0
2002146,1003315,65,4,0,16|16|16|16|16,1003322,65,4,0,16|16|16|16|16,0,399,4,0,16|16|16|16|16,0,65,4,0,16|16|16|16|16,0,0,0,0,0
2002156,2202005,1,1,0,16|16|16|16|16,0,1,6,0,16|16|16|16|16,0,1,6,0,16|16|16|16|16,0,1,6,0,16|16|16|16|16,0,0,0,0,0
2003116,1003320,76,5,0,17|17|17|17|17,1003327,70,5,0,17|17|17|17|17,0,50,5,0,17|17|17|17|17,0,59,5,0,17|17|17|17|17,0,0,0,0,0
2003126,1003336,76,5,0,17|17|17|17|17,1003308,70,5,0,17|17|17|17|17,0,50,5,0,17|17|17|17|17,0,59,5,0,17|17|17|17|17,0,0,0,0,0
2003136,1003334,82,5,0,17|17|17|17|17,1003320,75,5,0,17|17|17|17|17,0,55,5,0,17|17|17|17|17,0,63,5,0,17|17|17|17|17,0,0,0,0,0
2003146,1003336,82,5,0,17|17|17|17|17,1003334,75,5,0,17|17|17|17|17,0,55,5,0,17|17|17|17|17,0,63,5,0,17|17|17|17|17,0,0,0,0,0
2003156,2203005,1,1,0,17|17|17|17|17,0,1,7,0,17|17|17|17|17,0,1,7,0,17|17|17|17|17,0,1,7,0,17|17|17|17|17,0,0,0,0,0
2004116,1003332,87,6,0,18|18|18|18|18,1003316,67,6,0,18|18|18|18|18,0,60,6,0,18|18|18|18|18,1003318,67,6,0,18|18|18|18|18,0,0,0,0,0
2004126,1003331,87,6,0,18|18|18|18|18,1003303,67,6,0,18|18|18|18|18,0,60,6,0,18|18|18|18|18,1003318,67,6,0,18|18|18|18|18,0,0,0,0,0
2004136,1003333,93,6,0,18|18|18|18|18,1003327,71,6,0,18|18|18|18|18,0,65,6,0,18|18|18|18|18,1003318,71,6,0,18|18|18|18|18,0,0,0,0,0
2004146,1003333,93,6,0,18|18|18|18|18,1003332,71,6,0,18|18|18|18|18,0,65,6,0,18|18|18|18|18,1003318,71,6,0,18|18|18|18|18,0,0,0,0,0
2004156,2204005,1,1,0,18|18|18|18|18,0,1,8,0,18|18|18|18|18,0,1,8,0,18|18|18|18|18,0,1,8,0,18|18|18|18|18,0,0,0,0,0
2005116,1003313,98,6,0,22|22|22|22|22,1003313,75,6,0,22|22|22|22|22,1003308,70,6,0,22|22|22|22|22,1003328,75,6,0,22|22|22|22|22,0,0,0,0,0
2005126,1003315,98,6,0,22|22|22|22|22,1003343,75,6,0,22|22|22|22|22,1003328,70,6,0,22|22|22|22|22,1003330,75,6,0,22|22|22|22|22,0,0,0,0,0
2005136,1003342,109,6,0,22|22|22|22|22,1003332,84,6,0,22|22|22|22|22,1003339,75,6,0,22|22|22|22|22,1003313,84,6,0,22|22|22|22|22,0,0,0,0,0
2005146,1003343,109,6,0,22|22|22|22|22,1003342,84,6,0,22|22|22|22|22,1003330,75,6,0,22|22|22|22|22,1003331,84,6,0,22|22|22|22|22,0,0,0,0,0
2005156,2205005,1,1,0,22|22|22|22|22,0,1,9,0,22|22|22|22|22,0,1,9,0,22|22|22|22|22,0,1,9,0,22|22|22|22|22,0,0,0,0,0
2006116,1003311,120,7,0,26|26|26|26|26,1003312,92,7,0,26|26|26|26|26,1004327,67,7,0,26|26|26|26|26,1003325,74,7,0,26|26|26|26|26,0,0,0,0,0
2006126,1003310,120,7,0,26|26|26|26|26,1003341,92,7,0,26|26|26|26|26,1004312,67,7,0,26|26|26|26|26,1003342,74,7,0,26|26|26|26|26,0,0,0,0,0
2006136,1003356,130,7,0,26|26|26|26|26,1003327,100,7,0,26|26|26|26|26,1004341,71,7,0,26|26|26|26|26,1003342,80,7,0,26|26|26|26|26,0,0,0,0,0
2006146,1003355,130,7,0,26|26|26|26|26,1003342,100,7,0,26|26|26|26|26,1004341,71,7,0,26|26|26|26|26,1003356,80,7,0,26|26|26|26|26,0,0,0,0,0
2006156,2206005,1,1,0,26|26|26|26|26,0,1,7,0,26|26|26|26|26,0,1,7,0,26|26|26|26|26,0,1,7,0,26|26|26|26|26,0,0,0,0,0
2007116,1003318,116,7,0,30|30|30|30|30,1003338,84,7,0,30|30|30|30|30,1004353,50,7,0,30|30|30|30|30,1003352,62,7,0,30|30|30|30|30,0,0,0,0,0
2007126,1003337,116,7,0,30|30|30|30|30,1003352,84,7,0,30|30|30|30|30,1004353,50,7,0,30|30|30|30|30,1003354,62,7,0,30|30|30|30|30,0,0,0,0,0
2007136,1003327,127,7,0,30|30|30|30|30,1003365,92,7,0,30|30|30|30|30,1004378,59,7,0,30|30|30|30|30,1003339,69,7,0,30|30|30|30|30,0,0,0,0,0
2007146,1003388,127,7,0,30|30|30|30|30,1003339,92,7,0,30|30|30|30|30,1004338,59,7,0,30|30|30|30|30,1003383,69,7,0,30|30|30|30|30,0,0,0,0,0
2007156,2207005,1,1,0,30|30|30|30|30,0,1,11,0,30|30|30|30|30,0,1,11,0,30|30|30|30|30,0,1,11,0,30|30|30|30|30,0,0,0,0,0
2008116,1004350,138,8,0,35|35|35|35|35,1004304,100,8,0,35|35|35|35|35,1004305,67,8,0,35|35|35|35|35,1002377,75,8,0,35|35|35|35|35,0,0,0,0,0
2008126,1004351,138,8,0,35|35|35|35|35,1004350,100,8,0,35|35|35|35|35,1004349,67,8,0,35|35|35|35|35,1002364,75,8,0,35|35|35|35|35,0,0,0,0,0
2008136,1004349,149,8,0,35|35|35|35|35,1004382,109,8,0,35|35|35|35|35,1004350,75,8,0,35|35|35|35|35,1002377,82,8,0,35|35|35|35|35,0,0,0,0,0
2008146,1004372,149,8,0,35|35|35|35|35,1004363,109,8,0,35|35|35|35|35,1004377,75,8,0,35|35|35|35|35,1002387,82,8,0,35|35|35|35|35,0,0,0,0,0
2008156,2208005,1,1,0,35|35|35|35|35,0,1,8,0,35|35|35|35|35,0,1,8,0,35|35|35|35|35,0,1,8,0,35|35|35|35|35,0,0,0,0,0
2009116,1004362,140,8,0,40|40|40|40|40,1004376,134,8,0,40|40|40|40|40,1004376,84,8,0,40|40|40|40|40,1002376,102,8,0,40|40|40|40|40,0,0,0,0,0
2009126,1004386,140,8,0,40|40|40|40|40,1004376,134,8,0,40|40|40|40|40,1004347,84,8,0,40|40|40|40|40,1002381,102,8,0,40|40|40|40|40,0,0,0,0,0
2009136,1004371,140,8,0,40|40|40|40|40,1004331,134,8,0,40|40|40|40|40,1004331,92,8,0,40|40|40|40|40,1002371,102,8,0,40|40|40|40|40,0,0,0,0,0
