dropID,掉落包名,packID,randomtype,type,注释,itemID,amount,dropProb,,,
336,S  精灵碎片池,10031,1,14,皮丘,21000356,1,1000,,道具,圆桌随机
337,S  精灵碎片池,10031,1,14,凯西,21000357,1,50,,道具,圆桌随机
338,S  精灵碎片池,10031,1,14,波克比,21000355,1,150,,道具,圆桌随机
339,S  精灵碎片池,10031,1,14,闪电鸟,21000379,1,55,,道具,圆桌随机
340,S  精灵碎片池,10031,1,14,雷公,21000384,1,200,,道具,圆桌随机
341,S  精灵碎片池,10031,1,14,超梦,21000367,1,20,,道具,圆桌随机
342,S  精灵碎片池,10031,1,14,雷希拉姆,21000389,1,10,,道具,圆桌随机
343,S  精灵碎片池,10031,1,14,阿尔宙斯,21000374,1,5,,道具,圆桌随机
344,S  精灵碎片池,10031,1,14,鬼斯,21000359,1,425,,道具,圆桌随机
345,S  精灵碎片池,10031,1,14,怨影娃娃,21000345,1,200,,道具,圆桌随机
346,S  精灵碎片池,10031,1,14,利欧路,21000370,1,90,,道具,圆桌随机
347,S  精灵碎片池,10031,1,14,达克莱伊,21000369,1,200,,道具,圆桌随机
348,S  精灵碎片池,10031,1,14,盖诺赛克特,21000385,1,60,,道具,圆桌随机
349,S  精灵碎片池,10031,1,14,骑拉帝纳,21000380,1,20,,道具,圆桌随机
350,S  精灵碎片池,10031,1,14,捷克罗姆,21000390,1,10,,道具,圆桌随机
351,S  精灵碎片池,10031,1,14,生命鹿,21000375,1,5,,道具,圆桌随机
352,S  专属碎片池,10032,1,14,小火龙,350047,1,1100,,道具,圆桌随机
353,S  专属碎片池,10032,1,14,小鸭嘴龙,350031,1,720,,道具,圆桌随机
354,S  专属碎片池,10032,1,14,代拉基翁,350086,1,200,,道具,圆桌随机
355,S  专属碎片池,10032,1,14,火焰鸟,350076,1,200,,道具,圆桌随机
356,S  专属碎片池,10032,1,14,席多蓝,350062,1,200,,道具,圆桌随机
357,S  专属碎片池,10032,1,14,炎帝,350081,1,50,,道具,圆桌随机
358,S  专属碎片池,10032,1,14,凤王,350061,1,25,,道具,圆桌随机
359,S  专属碎片池,10032,1,14,固拉多,350071,1,5,,道具,圆桌随机
360,S  专属碎片池,10032,1,14,杰尼龟,350050,1,1100,,道具,圆桌随机
361,S  专属碎片池,10032,1,14,鲤鱼王,350049,1,720,,道具,圆桌随机
362,S  专属碎片池,10032,1,14,勾帕路翁,350087,1,200,,道具,圆桌随机
363,S  专属碎片池,10032,1,14,急冻鸟,350077,1,200,,道具,圆桌随机
364,S  专属碎片池,10032,1,14,霏米纳,350064,1,25,,道具,圆桌随机
365,S  专属碎片池,10032,1,14,水君,350082,1,50,,道具,圆桌随机
366,S  专属碎片池,10032,1,14,洛亚鸟,350063,1,200,,道具,圆桌随机
367,S  专属碎片池,10032,1,14,盖欧卡,350072,1,5,,道具,圆桌随机
368,S  专属碎片池,10032,1,14,妙蛙种子,350053,1,1100,,道具,圆桌随机
369,S  专属碎片池,10032,1,14,草苗龟,350052,1,720,,道具,圆桌随机
370,S  专属碎片池,10032,1,14,洁咪,350078,1,200,,道具,圆桌随机
371,S  专属碎片池,10032,1,14,毕力吉翁,350088,1,200,,道具,圆桌随机
372,S  专属碎片池,10032,1,14,雪拉比,350066,1,25,,道具,圆桌随机
373,S  专属碎片池,10032,1,14,拉鲁拉丝,350065,1,200,,道具,圆桌随机
374,S  专属碎片池,10032,1,14,基格尔德,350083,1,50,,道具,圆桌随机
375,S  专属碎片池,10032,1,14,烈空坐,350073,1,5,,道具,圆桌随机
376,S  专属碎片池,10032,1,14,皮丘,350056,1,1000,,道具,圆桌随机
377,S  专属碎片池,10032,1,14,凯西,350057,1,50,,道具,圆桌随机
378,S  专属碎片池,10032,1,14,波克比,350055,1,150,,道具,圆桌随机
379,S  专属碎片池,10032,1,14,闪电鸟,350079,1,55,,道具,圆桌随机
380,S  专属碎片池,10032,1,14,雷公,350084,1,200,,道具,圆桌随机
381,S  专属碎片池,10032,1,14,超梦,350067,1,20,,道具,圆桌随机
382,S  专属碎片池,10032,1,14,雷希拉姆,350089,1,10,,道具,圆桌随机
383,S  专属碎片池,10032,1,14,阿尔宙斯,350074,1,5,,道具,圆桌随机
384,S  专属碎片池,10032,1,14,鬼斯,350059,1,425,,道具,圆桌随机
385,S  专属碎片池,10032,1,14,怨影娃娃,350045,1,200,,道具,圆桌随机
386,S  专属碎片池,10032,1,14,利欧路,350070,1,90,,道具,圆桌随机
387,S  专属碎片池,10032,1,14,达克莱伊,350069,1,200,,道具,圆桌随机
388,S  专属碎片池,10032,1,14,盖诺赛克特,350085,1,60,,道具,圆桌随机
389,S  专属碎片池,10032,1,14,骑拉帝纳,350080,1,20,,道具,圆桌随机
390,S  专属碎片池,10032,1,14,捷克罗姆,350090,1,10,,道具,圆桌随机
391,S  专属碎片池,10032,1,14,生命鹿,350075,1,5,,道具,圆桌随机
392,装备材料池,10033,1,14,白色材料,710001,1,1350,,道具,圆桌随机
393,装备材料池,10033,1,14,绿色材料,710002,1,1300,,道具,圆桌随机
394,装备材料池,10033,1,14,绿色材料,720002,1,1300,,道具,圆桌随机
395,装备材料池,10033,1,14,蓝色材料,710003,1,1000,,道具,圆桌随机
396,装备材料池,10033,1,14,蓝色材料,720003,1,1000,,道具,圆桌随机
397,装备材料池,10033,1,14,蓝色材料,730003,1,1000,,道具,圆桌随机
398,装备材料池,10033,1,14,紫色材料,710004,1,700,,道具,圆桌随机
399,装备材料池,10033,1,14,紫色材料,720004,1,700,,道具,圆桌随机
400,装备材料池,10033,1,14,紫色材料,730004,1,700,,道具,圆桌随机
401,装备材料池,10033,1,14,金色材料,710005,1,200,,道具,圆桌随机
402,装备材料池,10033,1,14,金色材料,720005,1,200,,道具,圆桌随机
403,装备材料池,10033,1,14,金色材料,730005,1,200,,道具,圆桌随机
404,装备材料池,10033,1,14,宝石材料,711003,1,200,,道具,圆桌随机
405,装备材料池,10033,1,14,宝石材料,711004,1,100,,道具,圆桌随机
406,装备材料池,10033,1,14,宝石材料,711005,1,50,,道具,圆桌随机
407,精灵果实池,10034,1,14,蓝色果实,740003,1,800,,道具,圆桌随机
408,精灵果实池,10034,1,14,蓝色果实,750003,1,800,,道具,圆桌随机
409,精灵果实池,10034,1,14,蓝色果实,760003,1,800,,道具,圆桌随机
410,精灵果实池,10034,1,14,蓝色果实,770003,1,800,,道具,圆桌随机
411,精灵果实池,10034,1,14,蓝色果实,780003,1,800,,道具,圆桌随机
412,精灵果实池,10034,1,14,蓝色果实,790003,1,800,,道具,圆桌随机
413,精灵果实池,10034,1,14,紫色果实,740004,1,550,,道具,圆桌随机
414,精灵果实池,10034,1,14,紫色果实,750004,1,550,,道具,圆桌随机
415,精灵果实池,10034,1,14,紫色果实,760004,1,550,,道具,圆桌随机
416,精灵果实池,10034,1,14,紫色果实,770004,1,550,,道具,圆桌随机
417,精灵果实池,10034,1,14,紫色果实,780004,1,550,,道具,圆桌随机
418,精灵果实池,10034,1,14,紫色果实,790004,1,550,,道具,圆桌随机
419,精灵果实池,10034,1,14,金色果实,740005,1,300,,道具,圆桌随机
420,精灵果实池,10034,1,14,金色果实,750005,1,300,,道具,圆桌随机
421,精灵果实池,10034,1,14,金色果实,760005,1,300,,道具,圆桌随机
422,精灵果实池,10034,1,14,金色果实,770005,1,300,,道具,圆桌随机
423,精灵果实池,10034,1,14,金色果实,780005,1,300,,道具,圆桌随机
424,精灵果实池,10034,1,14,金色果实,790005,1,300,,道具,圆桌随机
425,精灵果实池,10034,1,14,紫色进化石,700004,1,75,,道具,圆桌随机
426,精灵果实池,10034,1,14,金色进化石,700005,1,25,,道具,圆桌随机
427,S1,11001,1,3,固多拉,1000371,1,0,,石像,圆桌随机
428,S1,11001,1,3,席多蓝,1000362,1,400,,石像,圆桌随机
429,S1,11001,1,3,不死鸟,1000361,1,400,,石像,圆桌随机
430,S1,11001,1,3,小火龙,1000347,1,800,,石像,圆桌随机
431,S1,11001,1,3,小马驹,1000331,1,800,,石像,圆桌随机
432,S1,11001,1,3,欧盖卡,1000372,1,0,,石像,圆桌随机
433,S1,11001,1,3,霏米纳,1000364,1,400,,石像,圆桌随机
434,S1,11001,1,3,洛亚鸟,1000363,1,400,,石像,圆桌随机
435,S1,11001,1,3,鲤鱼王,1000349,1,800,,石像,圆桌随机
436,S1,11001,1,3,杰尼龟,1000350,1,800,,石像,圆桌随机
437,S1,11001,1,3,烈空坐,1000373,1,0,,石像,圆桌随机
438,S1,11001,1,3,雪拉比,1000366,1,400,,石像,圆桌随机
439,S1,11001,1,3,拉鲁拉丝,1000365,1,400,,石像,圆桌随机
440,S1,11001,1,3,草苗龟,1000352,1,800,,石像,圆桌随机
441,S1,11001,1,3,妙蛙种子,1000353,1,800,,石像,圆桌随机
442,S1,11001,1,3,阿尔宙斯,1000374,1,0,,石像,圆桌随机
443,S1,11001,1,3,超梦,1000367,1,250,,石像,圆桌随机
444,S1,11001,1,3,波克比,1000355,1,250,,石像,圆桌随机
445,S1,11001,1,3,凯西,1000357,1,450,,石像,圆桌随机
446,S1,11001,1,3,皮丘,1000356,1,450,,石像,圆桌随机
447,S1,11001,1,3,生命鹿,1000375,1,0,,石像,圆桌随机
448,S1,11001,1,3,利欧路,1000370,1,250,,石像,圆桌随机
449,S1,11001,1,3,达克莱伊,1000369,1,250,,石像,圆桌随机
450,S1,11001,1,3,鬼斯,1000359,1,450,,石像,圆桌随机
451,S1,11001,1,3,怨影娃娃,1000345,1,450,,石像,圆桌随机
452,S2,11002,1,19,固多拉,37106,1,0,,特定掉落,圆桌随机
453,S2,11002,1,19,席多蓝,36206,1,400,,特定掉落,圆桌随机
454,S2,11002,1,19,不死鸟,36106,1,400,,特定掉落,圆桌随机
455,S2,11002,1,19,小火龙,34706,1,800,,特定掉落,圆桌随机
456,S2,11002,1,19,小马驹,33106,1,800,,特定掉落,圆桌随机
457,S2,11002,1,19,欧盖卡,37206,1,0,,特定掉落,圆桌随机
458,S2,11002,1,19,霏米纳,36406,1,400,,特定掉落,圆桌随机
459,S2,11002,1,19,洛亚鸟,36306,1,400,,特定掉落,圆桌随机
460,S2,11002,1,19,鲤鱼王,34906,1,800,,特定掉落,圆桌随机
461,S2,11002,1,19,杰尼龟,35006,1,800,,特定掉落,圆桌随机
462,S2,11002,1,19,烈空坐,37306,1,0,,特定掉落,圆桌随机
463,S2,11002,1,19,雪拉比,36606,1,400,,特定掉落,圆桌随机
464,S2,11002,1,19,拉鲁拉丝,36506,1,400,,特定掉落,圆桌随机
465,S2,11002,1,19,草苗龟,35206,1,800,,特定掉落,圆桌随机
466,S2,11002,1,19,妙蛙种子,35306,1,800,,特定掉落,圆桌随机
467,S2,11002,1,19,阿尔宙斯,37406,1,0,,特定掉落,圆桌随机
468,S2,11002,1,19,超梦,36706,1,250,,特定掉落,圆桌随机
469,S2,11002,1,19,波克比,35506,1,250,,特定掉落,圆桌随机
470,S2,11002,1,19,凯西,35706,1,450,,特定掉落,圆桌随机
471,S2,11002,1,19,皮丘,35606,1,450,,特定掉落,圆桌随机
472,S2,11002,1,19,生命鹿,37506,1,0,,特定掉落,圆桌随机
473,S2,11002,1,19,利欧路,37006,1,250,,特定掉落,圆桌随机
474,S2,11002,1,19,达克莱伊,36906,1,250,,特定掉落,圆桌随机
475,S2,11002,1,19,鬼斯,35906,1,450,,特定掉落,圆桌随机
476,S2,11002,1,19,怨影娃娃,34506,1,450,,特定掉落,圆桌随机
477,S3,11003,1,19,固多拉,37111,1,0,,特定掉落,圆桌随机
478,S3,11003,1,19,席多蓝,36211,1,400,,特定掉落,圆桌随机
479,S3,11003,1,19,不死鸟,36111,1,400,,特定掉落,圆桌随机
480,S3,11003,1,19,小火龙,34711,1,800,,特定掉落,圆桌随机
481,S3,11003,1,19,小马驹,33111,1,800,,特定掉落,圆桌随机
482,S3,11003,1,19,欧盖卡,37211,1,0,,特定掉落,圆桌随机
483,S3,11003,1,19,霏米纳,36411,1,400,,特定掉落,圆桌随机
484,S3,11003,1,19,洛亚鸟,36311,1,400,,特定掉落,圆桌随机
485,S3,11003,1,19,鲤鱼王,34911,1,800,,特定掉落,圆桌随机
486,S3,11003,1,19,杰尼龟,35011,1,800,,特定掉落,圆桌随机
487,S3,11003,1,19,烈空坐,37311,1,0,,特定掉落,圆桌随机
488,S3,11003,1,19,雪拉比,36611,1,400,,特定掉落,圆桌随机
489,S3,11003,1,19,拉鲁拉丝,36511,1,400,,特定掉落,圆桌随机
490,S3,11003,1,19,草苗龟,35211,1,800,,特定掉落,圆桌随机
491,S3,11003,1,19,妙蛙种子,35311,1,800,,特定掉落,圆桌随机
492,S3,11003,1,19,阿尔宙斯,37411,1,0,,特定掉落,圆桌随机
493,S3,11003,1,19,超梦,36711,1,250,,特定掉落,圆桌随机
494,S3,11003,1,19,波克比,35511,1,250,,特定掉落,圆桌随机
495,S3,11003,1,19,凯西,35711,1,450,,特定掉落,圆桌随机
496,S3,11003,1,19,皮丘,35611,1,450,,特定掉落,圆桌随机
497,S3,11003,1,19,生命鹿,37511,1,0,,特定掉落,圆桌随机
498,S3,11003,1,19,利欧路,37011,1,250,,特定掉落,圆桌随机
499,S3,11003,1,19,达克莱伊,36911,1,250,,特定掉落,圆桌随机
500,S3,11003,1,19,鬼斯,35911,1,450,,特定掉落,圆桌随机
501,S3,11003,1,19,怨影娃娃,34511,1,450,,特定掉落,圆桌随机
502,树岛森林—火之森1,21011,2,14,蓝色火系果实,740003,5,10000,,道具,独立随机
503,树岛森林—火之森1,21011,2,14,紫色火系果实,740004,0,0,,道具,独立随机
504,树岛森林—火之森1,21011,2,14,金色火系果实,740005,0,0,,道具,独立随机
505,树岛森林—火之森1,21011,2,14,红色火系果实,740006,0,0,,道具,独立随机
506,树岛森林—火之森2,21012,2,14,蓝色火系果实,740003,7,10000,,道具,独立随机
507,树岛森林—火之森2,21012,2,14,紫色火系果实,740004,0,0,,道具,独立随机
508,树岛森林—火之森2,21012,2,14,金色火系果实,740005,0,0,,道具,独立随机
509,树岛森林—火之森2,21012,2,14,红色火系果实,740006,0,0,,道具,独立随机
510,树岛森林—火之森3,21013,2,14,蓝色火系果实,740003,8,10000,,道具,独立随机
511,树岛森林—火之森3,21013,2,14,紫色火系果实,740004,6,10000,,道具,独立随机
512,树岛森林—火之森3,21013,2,14,金色火系果实,740005,0,0,,道具,独立随机
513,树岛森林—火之森3,21013,2,14,红色火系果实,740006,0,0,,道具,独立随机
514,树岛森林—火之森4,21014,2,14,蓝色火系果实,740003,9,10000,,道具,独立随机
515,树岛森林—火之森4,21014,2,14,紫色火系果实,740004,7,10000,,道具,独立随机
516,树岛森林—火之森4,21014,2,14,金色火系果实,740005,0,0,,道具,独立随机
517,树岛森林—火之森4,21014,2,14,红色火系果实,740006,0,0,,道具,独立随机
518,树岛森林—火之森5,21015,2,14,蓝色火系果实,740003,0,0,,道具,独立随机
519,树岛森林—火之森5,21015,2,14,紫色火系果实,740004,8,10000,,道具,独立随机
520,树岛森林—火之森5,21015,2,14,金色火系果实,740005,5,10000,,道具,独立随机
521,树岛森林—火之森5,21015,2,14,红色火系果实,740006,0,0,,道具,独立随机
522,树岛森林—火之森6,21016,2,14,蓝色火系果实,740003,0,0,,道具,独立随机
523,树岛森林—火之森6,21016,2,14,紫色火系果实,740004,0,0,,道具,独立随机
524,树岛森林—火之森6,21016,2,14,金色火系果实,740005,7,10000,,道具,独立随机
525,树岛森林—火之森6,21016,2,14,红色火系果实,740006,3,10000,,道具,独立随机
526,树岛森林—火之森7,21017,2,14,蓝色火系果实,740003,0,0,,道具,独立随机
527,树岛森林—火之森7,21017,2,14,紫色火系果实,740004,0,0,,道具,独立随机
528,树岛森林—火之森7,21017,2,14,金色火系果实,740005,0,0,,道具,独立随机
529,树岛森林—火之森7,21017,2,14,红色火系果实,740006,8,10000,,道具,独立随机
530,树岛森林—水之森1,21021,2,14,蓝色水系果实,750003,5,10000,,道具,独立随机
531,树岛森林—水之森1,21021,2,14,紫色水系果实,750004,0,0,,道具,独立随机
532,树岛森林—水之森1,21021,2,14,金色水系果实,750005,0,0,,道具,独立随机
533,树岛森林—水之森1,21021,2,14,红色水系果实,750006,0,0,,道具,独立随机
534,树岛森林—水之森2,21022,2,14,蓝色水系果实,750003,7,10000,,道具,独立随机
535,树岛森林—水之森2,21022,2,14,紫色水系果实,750004,0,0,,道具,独立随机
536,树岛森林—水之森2,21022,2,14,金色水系果实,750005,0,0,,道具,独立随机
537,树岛森林—水之森2,21022,2,14,红色水系果实,750006,0,0,,道具,独立随机
538,树岛森林—水之森3,21023,2,14,蓝色水系果实,750003,8,10000,,道具,独立随机
539,树岛森林—水之森3,21023,2,14,紫色水系果实,750004,6,10000,,道具,独立随机
540,树岛森林—水之森3,21023,2,14,金色水系果实,750005,0,0,,道具,独立随机
541,树岛森林—水之森3,21023,2,14,红色水系果实,750006,0,0,,道具,独立随机
542,树岛森林—水之森4,21024,2,14,蓝色水系果实,750003,9,10000,,道具,独立随机
543,树岛森林—水之森4,21024,2,14,紫色水系果实,750004,7,10000,,道具,独立随机
544,树岛森林—水之森4,21024,2,14,金色水系果实,750005,0,0,,道具,独立随机
545,树岛森林—水之森4,21024,2,14,红色水系果实,750006,0,0,,道具,独立随机
546,树岛森林—水之森5,21025,2,14,蓝色水系果实,750003,0,0,,道具,独立随机
547,树岛森林—水之森5,21025,2,14,紫色水系果实,750004,8,10000,,道具,独立随机
548,树岛森林—水之森5,21025,2,14,金色水系果实,750005,5,10000,,道具,独立随机
549,树岛森林—水之森5,21025,2,14,红色水系果实,750006,0,0,,道具,独立随机
550,树岛森林—水之森6,21026,2,14,蓝色水系果实,750003,0,0,,道具,独立随机
551,树岛森林—水之森6,21026,2,14,紫色水系果实,750004,0,0,,道具,独立随机
552,树岛森林—水之森6,21026,2,14,金色水系果实,750005,7,10000,,道具,独立随机
553,树岛森林—水之森6,21026,2,14,红色水系果实,750006,3,10000,,道具,独立随机
554,树岛森林—水之森7,21027,2,14,蓝色水系果实,750003,0,0,,道具,独立随机
555,树岛森林—水之森7,21027,2,14,紫色水系果实,750004,0,0,,道具,独立随机
556,树岛森林—水之森7,21027,2,14,金色水系果实,750005,0,0,,道具,独立随机
557,树岛森林—水之森7,21027,2,14,红色水系果实,750006,8,10000,,道具,独立随机
558,树岛森林—木之森1,21031,2,14,蓝色木系果实,760003,5,10000,,道具,独立随机
559,树岛森林—木之森1,21031,2,14,紫色木系果实,760004,0,0,,道具,独立随机
560,树岛森林—木之森1,21031,2,14,金色木系果实,760005,0,0,,道具,独立随机
561,树岛森林—木之森1,21031,2,14,红色木系果实,760006,0,0,,道具,独立随机
562,树岛森林—木之森2,21032,2,14,蓝色木系果实,760003,7,10000,,道具,独立随机
563,树岛森林—木之森2,21032,2,14,紫色木系果实,760004,0,0,,道具,独立随机
564,树岛森林—木之森2,21032,2,14,金色木系果实,760005,0,0,,道具,独立随机
565,树岛森林—木之森2,21032,2,14,红色木系果实,760006,0,0,,道具,独立随机
566,树岛森林—木之森3,21033,2,14,蓝色木系果实,760003,8,10000,,道具,独立随机
567,树岛森林—木之森3,21033,2,14,紫色木系果实,760004,6,10000,,道具,独立随机
568,树岛森林—木之森3,21033,2,14,金色木系果实,760005,0,0,,道具,独立随机
569,树岛森林—木之森3,21033,2,14,红色木系果实,760006,0,0,,道具,独立随机
570,树岛森林—木之森4,21034,2,14,蓝色木系果实,760003,9,10000,,道具,独立随机
571,树岛森林—木之森4,21034,2,14,紫色木系果实,760004,7,10000,,道具,独立随机
572,树岛森林—木之森4,21034,2,14,金色木系果实,760005,0,0,,道具,独立随机
573,树岛森林—木之森4,21034,2,14,红色木系果实,760006,0,0,,道具,独立随机
574,树岛森林—木之森5,21035,2,14,蓝色木系果实,760003,0,0,,道具,独立随机
575,树岛森林—木之森5,21035,2,14,紫色木系果实,760004,8,10000,,道具,独立随机
576,树岛森林—木之森5,21035,2,14,金色木系果实,760005,5,10000,,道具,独立随机
577,树岛森林—木之森5,21035,2,14,红色木系果实,760006,0,0,,道具,独立随机
578,树岛森林—木之森6,21036,2,14,蓝色木系果实,760003,0,0,,道具,独立随机
579,树岛森林—木之森6,21036,2,14,紫色木系果实,760004,0,0,,道具,独立随机
580,树岛森林—木之森6,21036,2,14,金色木系果实,760005,7,10000,,道具,独立随机
581,树岛森林—木之森6,21036,2,14,红色木系果实,760006,3,10000,,道具,独立随机
582,树岛森林—木之森7,21037,2,14,蓝色木系果实,760003,0,0,,道具,独立随机
583,树岛森林—木之森7,21037,2,14,紫色木系果实,760004,0,0,,道具,独立随机
584,树岛森林—木之森7,21037,2,14,金色木系果实,760005,0,0,,道具,独立随机
585,树岛森林—木之森7,21037,2,14,红色木系果实,760006,8,10000,,道具,独立随机
586,树岛森林—光之森1,21041,2,14,蓝色光系果实,770003,5,10000,,道具,独立随机
587,树岛森林—光之森1,21041,2,14,紫色光系果实,770004,0,0,,道具,独立随机
588,树岛森林—光之森1,21041,2,14,金色光系果实,770005,0,0,,道具,独立随机
589,树岛森林—光之森1,21041,2,14,红色光系果实,770006,0,0,,道具,独立随机
590,树岛森林—光之森2,21042,2,14,蓝色光系果实,770003,7,10000,,道具,独立随机
591,树岛森林—光之森2,21042,2,14,紫色光系果实,770004,0,0,,道具,独立随机
592,树岛森林—光之森2,21042,2,14,金色光系果实,770005,0,0,,道具,独立随机
593,树岛森林—光之森2,21042,2,14,红色光系果实,770006,0,0,,道具,独立随机
594,树岛森林—光之森3,21043,2,14,蓝色光系果实,770003,8,10000,,道具,独立随机
595,树岛森林—光之森3,21043,2,14,紫色光系果实,770004,6,10000,,道具,独立随机
596,树岛森林—光之森3,21043,2,14,金色光系果实,770005,0,0,,道具,独立随机
597,树岛森林—光之森3,21043,2,14,红色光系果实,770006,0,0,,道具,独立随机
598,树岛森林—光之森4,21044,2,14,蓝色光系果实,770003,9,10000,,道具,独立随机
599,树岛森林—光之森4,21044,2,14,紫色光系果实,770004,7,10000,,道具,独立随机
600,树岛森林—光之森4,21044,2,14,金色光系果实,770005,0,0,,道具,独立随机
601,树岛森林—光之森4,21044,2,14,红色光系果实,770006,0,0,,道具,独立随机
602,树岛森林—光之森5,21045,2,14,蓝色光系果实,770003,0,0,,道具,独立随机
603,树岛森林—光之森5,21045,2,14,紫色光系果实,770004,8,10000,,道具,独立随机
604,树岛森林—光之森5,21045,2,14,金色光系果实,770005,5,10000,,道具,独立随机
605,树岛森林—光之森5,21045,2,14,红色光系果实,770006,0,0,,道具,独立随机
606,树岛森林—光之森6,21046,2,14,蓝色光系果实,770003,0,0,,道具,独立随机
607,树岛森林—光之森6,21046,2,14,紫色光系果实,770004,0,0,,道具,独立随机
608,树岛森林—光之森6,21046,2,14,金色光系果实,770005,7,10000,,道具,独立随机
609,树岛森林—光之森6,21046,2,14,红色光系果实,770006,3,10000,,道具,独立随机
610,树岛森林—光之森7,21047,2,14,蓝色光系果实,770003,0,0,,道具,独立随机
611,树岛森林—光之森7,21047,2,14,紫色光系果实,770004,0,0,,道具,独立随机
612,树岛森林—光之森7,21047,2,14,金色光系果实,770005,0,0,,道具,独立随机
613,树岛森林—光之森7,21047,2,14,红色光系果实,770006,8,10000,,道具,独立随机
614,树岛森林—暗之森1,21051,2,14,蓝色暗系果实,780003,5,10000,,道具,独立随机
615,树岛森林—暗之森1,21051,2,14,紫色暗系果实,780004,0,0,,道具,独立随机
616,树岛森林—暗之森1,21051,2,14,金色暗系果实,780005,0,0,,道具,独立随机
617,树岛森林—暗之森1,21051,2,14,红色暗系果实,780006,0,0,,道具,独立随机
618,树岛森林—暗之森2,21052,2,14,蓝色暗系果实,780003,7,10000,,道具,独立随机
619,树岛森林—暗之森2,21052,2,14,紫色暗系果实,780004,0,0,,道具,独立随机
620,树岛森林—暗之森2,21052,2,14,金色暗系果实,780005,0,0,,道具,独立随机
621,树岛森林—暗之森2,21052,2,14,红色暗系果实,780006,0,0,,道具,独立随机
622,树岛森林—暗之森3,21053,2,14,蓝色暗系果实,780003,8,10000,,道具,独立随机
623,树岛森林—暗之森3,21053,2,14,紫色暗系果实,780004,6,10000,,道具,独立随机
624,树岛森林—暗之森3,21053,2,14,金色暗系果实,780005,0,0,,道具,独立随机
625,树岛森林—暗之森3,21053,2,14,红色暗系果实,780006,0,0,,道具,独立随机
626,树岛森林—暗之森4,21054,2,14,蓝色暗系果实,780003,9,10000,,道具,独立随机
627,树岛森林—暗之森4,21054,2,14,紫色暗系果实,780004,7,10000,,道具,独立随机
628,树岛森林—暗之森4,21054,2,14,金色暗系果实,780005,0,0,,道具,独立随机
629,树岛森林—暗之森4,21054,2,14,红色暗系果实,780006,0,0,,道具,独立随机
630,树岛森林—暗之森5,21055,2,14,蓝色暗系果实,780003,0,0,,道具,独立随机
631,树岛森林—暗之森5,21055,2,14,紫色暗系果实,780004,8,10000,,道具,独立随机
632,树岛森林—暗之森5,21055,2,14,金色暗系果实,780005,5,10000,,道具,独立随机
633,树岛森林—暗之森5,21055,2,14,红色暗系果实,780006,0,0,,道具,独立随机
634,树岛森林—暗之森6,21056,2,14,蓝色暗系果实,780003,0,0,,道具,独立随机
635,树岛森林—暗之森6,21056,2,14,紫色暗系果实,780004,0,0,,道具,独立随机
636,树岛森林—暗之森6,21056,2,14,金色暗系果实,780005,7,10000,,道具,独立随机
637,树岛森林—暗之森6,21056,2,14,红色暗系果实,780006,3,10000,,道具,独立随机
638,树岛森林—暗之森7,21057,2,14,蓝色暗系果实,780003,0,0,,道具,独立随机
639,树岛森林—暗之森7,21057,2,14,紫色暗系果实,780004,0,0,,道具,独立随机
640,树岛森林—暗之森7,21057,2,14,金色暗系果实,780005,0,0,,道具,独立随机
641,树岛森林—暗之森7,21057,2,14,红色暗系果实,780006,8,10000,,道具,独立随机
642,树岛森林—世界树1,21061,2,14,蓝色通用果实,790003,7,10000,,道具,独立随机
643,树岛森林—世界树1,21061,2,14,紫色通用果实,790004,0,0,,道具,独立随机
644,树岛森林—世界树1,21061,2,14,金色通用果实,790005,0,0,,道具,独立随机
645,树岛森林—世界树1,21061,2,14,红色通用果实,790006,0,0,,道具,独立随机
646,树岛森林—世界树2,21062,2,14,蓝色通用果实,790003,8,10000,,道具,独立随机
647,树岛森林—世界树2,21062,2,14,紫色通用果实,790004,0,0,,道具,独立随机
648,树岛森林—世界树2,21062,2,14,金色通用果实,790005,0,0,,道具,独立随机
649,树岛森林—世界树2,21062,2,14,红色通用果实,790006,0,0,,道具,独立随机
650,树岛森林—世界树3,21063,2,14,蓝色通用果实,790003,10,10000,,道具,独立随机
651,树岛森林—世界树3,21063,2,14,紫色通用果实,790004,8,10000,,道具,独立随机
652,树岛森林—世界树3,21063,2,14,金色通用果实,790005,0,0,,道具,独立随机
653,树岛森林—世界树3,21063,2,14,红色通用果实,790006,0,0,,道具,独立随机
654,树岛森林—世界树4,21064,2,14,蓝色通用果实,790003,12,10000,,道具,独立随机
655,树岛森林—世界树4,21064,2,14,紫色通用果实,790004,10,10000,,道具,独立随机
656,树岛森林—世界树4,21064,2,14,金色通用果实,790005,0,0,,道具,独立随机
657,树岛森林—世界树4,21064,2,14,红色通用果实,790006,0,0,,道具,独立随机
658,树岛森林—世界树5,21065,2,14,蓝色通用果实,790003,0,0,,道具,独立随机
659,树岛森林—世界树5,21065,2,14,紫色通用果实,790004,11,10000,,道具,独立随机
660,树岛森林—世界树5,21065,2,14,金色通用果实,790005,7,10000,,道具,独立随机
661,树岛森林—世界树5,21065,2,14,红色通用果实,790006,0,0,,道具,独立随机
662,树岛森林—世界树6,21066,2,14,蓝色通用果实,790003,0,0,,道具,独立随机
663,树岛森林—世界树6,21066,2,14,紫色通用果实,790004,0,0,,道具,独立随机
664,树岛森林—世界树6,21066,2,14,金色通用果实,790005,9,10000,,道具,独立随机
