id,upindex,downindex,missiontype,conditiontype,planvalue,packid,refresh,titledesc,desc,arg,arg2,openlevel,saveid,groupid,rewards,openfb,push,order,transmit,table
2510,0,0,2,39,500,80054,0,装备库10,累计收集[endl:num=1]500件专属装备,99,0,1,2510,2501,"[[8,8,200000],[23,23,10]]",0,1,10,[],2
1601,0,0,2,52,1,80055,0,拉帮结派1,好友人数累计[endl:num=1]达到1人,99,0,1,1601,1601,"[[16,16,1000],[23,23,1]]",0,1,10,[],3
1602,0,0,2,52,5,80056,0,拉帮结派2,好友人数累计[endl:num=1]达到5人,99,0,1,1602,1601,"[[16,16,2000],[23,23,2]]",0,1,10,[],3
1603,0,0,2,52,10,80057,0,拉帮结派3,好友人数累计[endl:num=1]达到10人,99,0,1,1603,1601,"[[16,16,3000],[23,23,3]]",0,1,10,[],3
1604,0,0,2,52,20,80058,0,拉帮结派4,好友人数累计[endl:num=1]达到20人,99,0,1,1604,1601,"[[16,16,4000],[23,23,4]]",0,1,10,[],3
1605,0,0,2,52,40,80059,0,拉帮结派5,好友人数累计[endl:num=1]达到40人,99,0,1,1605,1601,"[[16,16,6000],[23,23,5]]",0,1,10,[],3
1606,0,0,2,52,60,80060,0,拉帮结派6,好友人数累计[endl:num=1]达到60人,99,0,1,1606,1601,"[[16,16,8000],[23,23,6]]",0,1,10,[],3
1607,0,0,2,52,80,80061,0,拉帮结派7,好友人数累计[endl:num=1]达到80人,99,0,1,1607,1601,"[[16,16,10000],[23,23,7]]",0,1,10,[],3
1608,0,0,2,52,100,80062,0,拉帮结派8,好友人数累计[endl:num=1]达到100人,99,0,1,1608,1601,"[[16,16,12000],[23,23,8]]",0,1,10,[],3
1609,0,0,2,52,120,80063,0,拉帮结派9,好友人数累计[endl:num=1]达到120人,99,0,1,1609,1601,"[[16,16,16000],[23,23,9]]",0,1,10,[],3
1610,0,0,2,52,140,80064,0,拉帮结派10,好友人数累计[endl:num=1]达到140人,99,0,1,1610,1601,"[[16,16,20000],[23,23,10]]",0,1,10,[],3
2601,0,0,2,64,10,80055,0,联动装备1,训练家强化累计[endl:num=1]达到10次,99,0,1,2601,2601,"[[16,16,1000],[23,23,1]]",0,1,10,[],3
2602,0,0,2,64,50,80056,0,联动装备2,训练家强化累计[endl:num=1]达到50次,99,0,1,2602,2601,"[[16,16,2000],[23,23,2]]",0,1,10,[],3
2603,0,0,2,64,100,80057,0,联动装备3,训练家强化累计[endl:num=1]达到100次,99,0,1,2603,2601,"[[16,16,3000],[23,23,3]]",0,1,10,[],3
2604,0,0,2,64,200,80058,0,联动装备4,训练家强化累计[endl:num=1]达到200次,99,0,1,2604,2601,"[[16,16,4000],[23,23,4]]",0,1,10,[],3
2605,0,0,2,64,300,80059,0,联动装备5,训练家强化累计[endl:num=1]达到300次,99,0,1,2605,2601,"[[16,16,6000],[23,23,5]]",0,1,10,[],3
2606,0,0,2,64,500,80060,0,联动装备6,训练家强化累计[endl:num=1]达到500次,99,0,1,2606,2601,"[[16,16,8000],[23,23,6]]",0,1,10,[],3
2607,0,0,2,64,700,80061,0,联动装备7,训练家强化累计[endl:num=1]达到700次,99,0,1,2607,2601,"[[16,16,10000],[23,23,7]]",0,1,10,[],3
2608,0,0,2,64,1000,80062,0,联动装备8,训练家强化累计[endl:num=1]达到1000次,99,0,1,2608,2601,"[[16,16,12000],[23,23,8]]",0,1,10,[],3
2609,0,0,2,64,2000,80063,0,联动装备9,训练家强化累计[endl:num=1]达到2000次,99,0,1,2609,2601,"[[16,16,16000],[23,23,9]]",0,1,10,[],3
2610,0,0,2,64,4000,80064,0,联动装备10,训练家强化累计[endl:num=1]达到4000次,99,0,1,2610,2601,"[[16,16,20000],[23,23,10]]",0,1,10,[],3
3101,0,0,2,61,10,80055,0,道馆集训1,道馆集训累计[endl:num=1]达到10次,99,0,1,3101,3101,"[[16,16,1000],[23,23,1]]",0,1,10,[],3
3102,0,0,2,61,50,80056,0,道馆集训2,道馆集训累计[endl:num=1]达到50次,99,0,1,3102,3101,"[[16,16,2000],[23,23,2]]",0,1,10,[],3
3103,0,0,2,61,100,80057,0,道馆集训3,道馆集训累计[endl:num=1]达到100次,99,0,1,3103,3101,"[[16,16,3000],[23,23,3]]",0,1,10,[],3
3104,0,0,2,61,200,80058,0,道馆集训4,道馆集训累计[endl:num=1]达到200次,99,0,1,3104,3101,"[[16,16,4000],[23,23,4]]",0,1,10,[],3
3105,0,0,2,61,300,80059,0,道馆集训5,道馆集训累计[endl:num=1]达到300次,99,0,1,3105,3101,"[[16,16,6000],[23,23,5]]",0,1,10,[],3
3106,0,0,2,61,500,80060,0,道馆集训6,道馆集训累计[endl:num=1]达到500次,99,0,1,3106,3101,"[[16,16,8000],[23,23,6]]",0,1,10,[],3
3107,0,0,2,61,700,80061,0,道馆集训7,道馆集训累计[endl:num=1]达到700次,99,0,1,3107,3101,"[[16,16,10000],[23,23,7]]",0,1,10,[],3
3108,0,0,2,61,1000,80062,0,道馆集训8,道馆集训累计[endl:num=1]达到1000次,99,0,1,3108,3101,"[[16,16,12000],[23,23,8]]",0,1,10,[],3
3109,0,0,2,61,2000,80063,0,道馆集训9,道馆集训累计[endl:num=1]达到2000次,99,0,1,3109,3101,"[[16,16,16000],[23,23,9]]",0,1,10,[],3
3110,0,0,2,61,4000,80064,0,道馆集训10,道馆集训累计[endl:num=1]达到4000次,99,0,1,3110,3101,"[[16,16,20000],[23,23,10]]",0,1,10,[],3
3201,0,0,2,54,1,80055,0,BOSS杀手1,时之狭间BOSS[endl:num=1]累计击杀1次,99,0,1,3201,3201,"[[16,16,1000],[23,23,1]]",0,1,10,[],3
3202,0,0,2,54,5,80056,0,BOSS杀手2,时之狭间BOSS[endl:num=1]累计击杀5次,99,0,1,3202,3201,"[[16,16,2000],[23,23,2]]",0,1,10,[],3
3203,0,0,2,54,10,80057,0,BOSS杀手3,时之狭间BOSS[endl:num=1]累计击杀10次,99,0,1,3203,3201,"[[16,16,3000],[23,23,3]]",0,1,10,[],3
3204,0,0,2,54,20,80058,0,BOSS杀手4,时之狭间BOSS[endl:num=1]累计击杀20次,99,0,1,3204,3201,"[[16,16,4000],[23,23,4]]",0,1,10,[],3
3205,0,0,2,54,30,80059,0,BOSS杀手5,时之狭间BOSS[endl:num=1]累计击杀30次,99,0,1,3205,3201,"[[16,16,6000],[23,23,5]]",0,1,10,[],3
3206,0,0,2,54,50,80060,0,BOSS杀手6,时之狭间BOSS[endl:num=1]累计击杀50次,99,0,1,3206,3201,"[[16,16,8000],[23,23,6]]",0,1,10,[],3
3207,0,0,2,54,70,80061,0,BOSS杀手7,时之狭间BOSS[endl:num=1]累计击杀70次,99,0,1,3207,3201,"[[16,16,10000],[23,23,7]]",0,1,10,[],3
3208,0,0,2,54,100,80062,0,BOSS杀手8,时之狭间BOSS[endl:num=1]累计击杀100次,99,0,1,3208,3201,"[[16,16,12000],[23,23,8]]",0,1,10,[],3
3209,0,0,2,54,150,80063,0,BOSS杀手9,时之狭间BOSS[endl:num=1]累计击杀150次,99,0,1,3209,3201,"[[16,16,16000],[23,23,9]]",0,1,10,[],3
3210,0,0,2,54,200,80064,0,BOSS杀手10,时之狭间BOSS[endl:num=1]累计击杀200次,99,0,1,3210,3201,"[[16,16,20000],[23,23,10]]",0,1,10,[],3
4601,0,0,2,51,1,80055,0,龙争虎斗1,竞技场中排名[endl:num=1]达到前1000,99,1|1000,1,4601,4601,"[[16,16,1000],[23,23,1]]",0,1,10,[],3
4602,0,0,2,51,1,80056,0,龙争虎斗2,竞技场中排名[endl:num=1]达到前500,99,1|500,1,4602,4601,"[[16,16,2000],[23,23,2]]",0,1,10,[],3
4603,0,0,2,51,1,80057,0,龙争虎斗3,竞技场中排名[endl:num=1]达到前300,99,1|300,1,4603,4601,"[[16,16,3000],[23,23,3]]",0,1,10,[],3
4604,0,0,2,51,1,80058,0,龙争虎斗4,竞技场中排名[endl:num=1]达到前200,99,1|200,1,4604,4601,"[[16,16,4000],[23,23,4]]",0,1,10,[],3
4605,0,0,2,51,1,80059,0,龙争虎斗5,竞技场中排名[endl:num=1]达到前100,99,1|100,1,4605,4601,"[[16,16,6000],[23,23,5]]",0,1,10,[],3
4606,0,0,2,51,1,80060,0,龙争虎斗6,竞技场中排名[endl:num=1]达到前50,99,1|50,1,4606,4601,"[[16,16,8000],[23,23,6]]",0,1,10,[],3
4607,0,0,2,51,1,80061,0,龙争虎斗7,竞技场中排名[endl:num=1]达到前20,99,1|20,1,4607,4601,"[[16,16,10000],[23,23,7]]",0,1,10,[],3
4608,0,0,2,51,1,80062,0,龙争虎斗8,竞技场中排名[endl:num=1]达到前10,99,1|10,1,4608,4601,"[[16,16,12000],[23,23,8]]",0,1,10,[],3
4609,0,0,2,51,1,80063,0,龙争虎斗9,竞技场中排名[endl:num=1]达到前5,99,1|5,1,4609,4601,"[[16,16,16000],[23,23,9]]",0,1,10,[],3
4610,0,0,2,51,1,80064,0,龙争虎斗10,竞技场中排名[endl:num=1]达到第1,99,1|1,1,4610,4601,"[[16,16,20000],[23,23,10]]",0,1,10,[],3
4101,0,0,2,1,50,80035,0,平凡之路1,完成50次[endl:num=1]普通副本挑战,99,1,1,4101,4101,"[[5,5,20],[23,23,1]]",0,1,10,[],4
4102,0,0,2,1,200,80036,0,平凡之路2,完成200次[endl:num=1]普通副本挑战,99,1,1,4102,4101,"[[5,5,40],[23,23,2]]",0,1,10,[],4
4103,0,0,2,1,500,80037,0,平凡之路3,完成500次[endl:num=1]普通副本挑战,99,1,1,4103,4101,"[[5,5,60],[23,23,3]]",0,1,10,[],4
4104,0,0,2,1,700,80038,0,平凡之路4,完成700次[endl:num=1]普通副本挑战,99,1,1,4104,4101,"[[5,5,80],[23,23,4]]",0,1,10,[],4
4105,0,0,2,1,1000,80039,0,平凡之路5,完成1000次[endl:num=1]普通副本挑战,99,1,1,4105,4101,"[[5,5,120],[23,23,5]]",0,1,10,[],4
4106,0,0,2,1,2000,80040,0,平凡之路6,完成2000次[endl:num=1]普通副本挑战,99,1,1,4106,4101,"[[5,5,160],[23,23,6]]",0,1,10,[],4
4107,0,0,2,1,4000,80041,0,平凡之路7,完成4000次[endl:num=1]普通副本挑战,99,1,1,4107,4101,"[[5,5,200],[23,23,7]]",0,1,10,[],4
4108,0,0,2,1,6000,80042,0,平凡之路8,完成6000次[endl:num=1]普通副本挑战,99,1,1,4108,4101,"[[5,5,240],[23,23,8]]",0,1,10,[],4
4109,0,0,2,1,8000,80043,0,平凡之路9,完成8000次[endl:num=1]普通副本挑战,99,1,1,4109,4101,"[[5,5,320],[23,23,9]]",0,1,10,[],4
4110,0,0,2,1,10000,80044,0,平凡之路10,完成1万次[endl:num=1]普通副本挑战,99,1,1,4110,4101,"[[5,5,400],[23,23,10]]",0,1,10,[],4
4201,0,0,2,1,10,80035,0,精英之路1,完成10次[endl:num=1]精英副本挑战,99,2,1,4201,4201,"[[5,5,20],[23,23,1]]",0,1,10,[],4
4202,0,0,2,1,50,80036,0,精英之路2,完成50次[endl:num=1]精英副本挑战,99,2,1,4202,4201,"[[5,5,40],[23,23,2]]",0,1,10,[],4
4203,0,0,2,1,200,80037,0,精英之路3,完成200次[endl:num=1]精英副本挑战,99,2,1,4203,4201,"[[5,5,60],[23,23,3]]",0,1,10,[],4
4204,0,0,2,1,300,80038,0,精英之路4,完成300次[endl:num=1]精英副本挑战,99,2,1,4204,4201,"[[5,5,80],[23,23,4]]",0,1,10,[],4
4205,0,0,2,1,500,80039,0,精英之路5,完成500次[endl:num=1]精英副本挑战,99,2,1,4205,4201,"[[5,5,120],[23,23,5]]",0,1,10,[],4
4206,0,0,2,1,700,80040,0,精英之路6,完成700次[endl:num=1]精英副本挑战,99,2,1,4206,4201,"[[5,5,160],[23,23,6]]",0,1,10,[],4
4207,0,0,2,1,1000,80041,0,精英之路7,完成1000次[endl:num=1]精英副本挑战,99,2,1,4207,4201,"[[5,5,200],[23,23,7]]",0,1,10,[],4
4208,0,0,2,1,2000,80042,0,精英之路8,完成2000次[endl:num=1]精英副本挑战,99,2,1,4208,4201,"[[5,5,240],[23,23,8]]",0,1,10,[],4
4209,0,0,2,1,3000,80043,0,精英之路9,完成3000次[endl:num=1]精英副本挑战,99,2,1,4209,4201,"[[5,5,320],[23,23,9]]",0,1,10,[],4
4210,0,0,2,1,4000,80044,0,精英之路10,完成4000次[endl:num=1]精英副本挑战,99,2,1,4210,4201,"[[5,5,400],[23,23,10]]",0,1,10,[],4
4301,0,0,2,55,5,80035,0,战斗狂人1,竞技场中[endl:num=1]完成5次挑战,99,0,1,4301,4301,"[[5,5,20],[23,23,1]]",0,1,10,[],4
4302,0,0,2,55,10,80036,0,战斗狂人2,竞技场中[endl:num=1]完成10次挑战,99,0,1,4302,4301,"[[5,5,40],[23,23,2]]",0,1,10,[],4
4303,0,0,2,55,50,80037,0,战斗狂人3,竞技场中[endl:num=1]完成50次挑战,99,0,1,4303,4301,"[[5,5,60],[23,23,3]]",0,1,10,[],4
4304,0,0,2,55,100,80038,0,战斗狂人4,竞技场中[endl:num=1]完成100次挑战,99,0,1,4304,4301,"[[5,5,80],[23,23,4]]",0,1,10,[],4
4305,0,0,2,55,200,80039,0,战斗狂人5,竞技场中[endl:num=1]完成200次挑战,99,0,1,4305,4301,"[[5,5,120],[23,23,5]]",0,1,10,[],4
4306,0,0,2,55,300,80040,0,战斗狂人6,竞技场中[endl:num=1]完成300次挑战,99,0,1,4306,4301,"[[5,5,160],[23,23,6]]",0,1,10,[],4
4307,0,0,2,55,400,80041,0,战斗狂人7,竞技场中[endl:num=1]完成400次挑战,99,0,1,4307,4301,"[[5,5,200],[23,23,7]]",0,1,10,[],4
4308,0,0,2,55,500,80042,0,战斗狂人8,竞技场中[endl:num=1]完成500次挑战,99,0,1,4308,4301,"[[5,5,240],[23,23,8]]",0,1,10,[],4
4309,0,0,2,55,700,80043,0,战斗狂人9,竞技场中[endl:num=1]完成700次挑战,99,0,1,4309,4301,"[[5,5,320],[23,23,9]]",0,1,10,[],4
4310,0,0,2,55,1000,80044,0,战斗狂人10,竞技场中[endl:num=1]完成1000次挑战,99,0,1,4310,4301,"[[5,5,400],[23,23,10]]",0,1,10,[],4
4401,0,0,2,24,10,80035,0,丛林法则1,精灵村庄中[endl:num=1]抢夺10次,99,0,1,4401,4401,"[[5,5,20],[23,23,1]]",0,1,10,[],4
4402,0,0,2,24,50,80036,0,丛林法则2,精灵村庄中[endl:num=1]抢夺50次,99,0,1,4402,4401,"[[5,5,40],[23,23,2]]",0,1,10,[],4
4403,0,0,2,24,100,80037,0,丛林法则3,精灵村庄中[endl:num=1]抢夺100次,99,0,1,4403,4401,"[[5,5,60],[23,23,3]]",0,1,10,[],4
4404,0,0,2,24,200,80038,0,丛林法则4,精灵村庄中[endl:num=1]抢夺200次,99,0,1,4404,4401,"[[5,5,80],[23,23,4]]",0,1,10,[],4
4405,0,0,2,24,300,80039,0,丛林法则5,精灵村庄中[endl:num=1]抢夺300次,99,0,1,4405,4401,"[[5,5,120],[23,23,5]]",0,1,10,[],4
4406,0,0,2,24,500,80040,0,丛林法则6,精灵村庄中[endl:num=1]抢夺500次,99,0,1,4406,4401,"[[5,5,160],[23,23,6]]",0,1,10,[],4
4407,0,0,2,24,700,80041,0,丛林法则7,精灵村庄中[endl:num=1]抢夺700次,99,0,1,4407,4401,"[[5,5,200],[23,23,7]]",0,1,10,[],4
4408,0,0,2,24,900,80042,0,丛林法则8,精灵村庄中[endl:num=1]抢夺900次,99,0,1,4408,4401,"[[5,5,240],[23,23,8]]",0,1,10,[],4
4409,0,0,2,24,1200,80043,0,丛林法则9,精灵村庄中[endl:num=1]抢夺1200次,99,0,1,4409,4401,"[[5,5,320],[23,23,9]]",0,1,10,[],4
4410,0,0,2,24,1500,80044,0,丛林法则10,精灵村庄中[endl:num=1]抢夺1500次,99,0,1,4410,4401,"[[5,5,400],[23,23,10]]",0,1,10,[],4
4501,0,0,2,27,10,80035,0,徽章收集1,训练家之丘累计[endl:num=1]胜利10次,99,0,1,4501,4501,"[[5,5,20],[23,23,1]]",0,1,10,[],4
4502,0,0,2,27,50,80036,0,徽章收集2,训练家之丘累计[endl:num=1]胜利50次,99,0,1,4502,4501,"[[5,5,40],[23,23,2]]",0,1,10,[],4
4503,0,0,2,27,100,80037,0,徽章收集3,训练家之丘累计[endl:num=1]胜利100次,99,0,1,4503,4501,"[[5,5,60],[23,23,3]]",0,1,10,[],4
4504,0,0,2,27,200,80038,0,徽章收集4,训练家之丘累计[endl:num=1]胜利200次,99,0,1,4504,4501,"[[5,5,80],[23,23,4]]",0,1,10,[],4
4505,0,0,2,27,300,80039,0,徽章收集5,训练家之丘累计[endl:num=1]胜利300次,99,0,1,4505,4501,"[[5,5,120],[23,23,5]]",0,1,10,[],4
4506,0,0,2,27,500,80040,0,徽章收集6,训练家之丘累计[endl:num=1]胜利500次,99,0,1,4506,4501,"[[5,5,160],[23,23,6]]",0,1,10,[],4
4507,0,0,2,27,800,80041,0,徽章收集7,训练家之丘累计[endl:num=1]胜利800次,99,0,1,4507,4501,"[[5,5,200],[23,23,7]]",0,1,10,[],4
4508,0,0,2,27,1000,80042,0,徽章收集8,训练家之丘累计[endl:num=1]胜利1000次,99,0,1,4508,4501,"[[5,5,240],[23,23,8]]",0,1,10,[],4
4509,0,0,2,27,1500,80043,0,徽章收集9,训练家之丘累计[endl:num=1]胜利1500次,99,0,1,4509,4501,"[[5,5,320],[23,23,9]]",0,1,10,[],4
4510,0,0,2,27,2000,80044,0,徽章收集10,训练家之丘累计[endl:num=1]胜利2000次,99,0,1,4510,4501,"[[5,5,400],[23,23,10]]",0,1,10,[],4
10101,0,10102,11,14,1,40012,1,任务1,打1次第1章1-1,99,100011101,1,10101,10101,"[[2,2,80]]",0,1,10,[],0
10102,10101,10103,11,14,1,40012,1,任务2,打1次第1章宝贝中心,99,100014101,1,10102,10102,"[[2,2,80]]",0,1,10,[],0
10103,10102,10104,11,14,1,40012,1,任务3,打1次第1章精灵乱斗,99,100012101,1,10103,10103,"[[2,2,80]]",0,1,10,[],0
10104,10103,10105,11,14,1,40012,1,任务4,打1次第1章好友助阵,99,100013101,1,10104,10104,"[[2,2,80]]",0,1,10,[],0
10105,10104,10106,11,14,1,40012,1,任务5,打1次第1章1-5,99,100011105,1,10105,10105,"[[2,2,80]]",0,1,10,[],0
10106,10105,10107,11,14,10,40016,1,任务6,树岛森林战斗10次,99,300011|300012|300013|300014|300015|300016|300111|300112|300113|300114|300115|300116|300211|300212|300213|300214|300215|300216|300311|300312|300313|300314|300315|300316|300411|300412|300413|300414|300415|300416|300511|300512|300513|300514|300515|300516,1,10106,10106,"[[2,2,120]]",0,1,10,[],0
10107,10106,10108,11,14,1,40012,1,任务7,打1次第2章2-3,99,100021203,1,10107,10107,"[[2,2,80]]",0,1,10,[],0
10108,10107,10109,11,14,1,40012,1,任务8,打1次第2章宝贝中心,99,100024201,1,10108,10108,"[[2,2,80]]",0,1,10,[],0
10109,10108,10110,11,14,1,40012,1,任务9,打1次第2章公会支援,99,100023201,1,10109,10109,"[[2,2,80]]",0,1,10,[],0
10110,10109,10111,11,14,1,40012,1,任务10,打1次第2章2-5,99,100021205,1,10110,10110,"[[2,2,80]]",0,1,10,[],0
10111,10110,10112,11,14,4,40007,1,任务11,双子岛战斗4次,99,300611|300612|300613|300614|300615|300616|300711|300712|300713|300714|300715|300716,1,10111,10111,"[[2,2,300]]",0,1,10,[],0
10112,10111,10113,11,14,1,40012,1,任务12,打1次第3章3-3,99,100031303,1,10112,10112,"[[2,2,80]]",0,1,10,[],0
10113,10112,10114,11,14,1,40012,1,任务13,打1次第3章精灵乱斗2,99,100032302,1,10113,10113,"[[2,2,80]]",0,1,10,[],0
10114,10113,10115,11,24,8,40007,1,任务14,精灵村庄抢夺8次,99,0,1,10114,10114,"[[2,2,300]]",0,1,10,[],0
10115,10114,10116,11,14,1,40016,1,任务15,打1次第3章宝贝中心,99,100034301,1,10115,10115,"[[2,2,120]]",0,1,10,[],0
10116,10115,10117,11,14,1,40016,1,任务16,打1次第3章3-5,99,100031305,1,10116,10116,"[[2,2,120]]",0,1,10,[],0
10117,10116,0,11,36,28,40010,1,任务17,总成就累计28颗星,99,0,1,10117,10117,"[[2,2,600]]",0,1,10,[],0
70001,0,0,13,8,10,70001,0,召唤达人,完成10次[endl:num=1]精灵召唤,99,0,1,70001,70001,"[[8,8,30000]]",0,1,5,[],0
70002,0,0,13,8,20,70002,0,召唤达人,完成20次[endl:num=1]精灵召唤,99,0,1,70002,70002,"[[8,8,40000]]",0,1,4,[],0
70003,0,0,13,8,30,70003,0,召唤达人,完成30次[endl:num=1]精灵召唤,99,0,1,70003,70003,"[[8,8,50000]]",0,1,3,[],0
70004,0,0,13,8,40,70004,0,召唤达人,完成40次[endl:num=1]精灵召唤,99,0,1,70004,70004,"[[8,8,80000]]",0,1,2,[],0
70005,0,0,13,8,50,70005,0,召唤达人,完成50次[endl:num=1]精灵召唤,99,0,1,70005,70005,"[[8,8,100000]]",0,1,1,[],0
70006,0,0,13,14,1,70006,0,普通副本,挑战1次[endl:num=1]普通本2-10,99,100220,1,70006,70006,"[[16,16,3000]]",0,1,5,[],0
70007,0,0,13,14,1,70007,0,普通副本,挑战1次[endl:num=1]普通本3-10,99,100320,1,70007,70007,"[[16,16,4000]]",0,1,4,[],0
70008,0,0,13,14,1,70008,0,普通副本,挑战1次[endl:num=1]普通本4-10,99,100420,1,70008,70008,"[[16,16,5000]]",0,1,3,[],0
70009,0,0,13,14,1,70009,0,普通副本,挑战1次[endl:num=1]普通本5-10,99,100520,1,70009,70009,"[[16,16,8000]]",0,1,2,[],0
70010,0,0,13,14,1,70010,0,普通副本,挑战1次[endl:num=1]普通本6-10,99,100620,1,70010,70010,"[[16,16,10000]]",0,1,1,[],0
70011,0,0,13,40,5,70011,0,装备进阶,装备进阶5次,99,0,1,70011,70011,"[[25,25,2]]",0,1,5,[],0
70012,0,0,13,40,10,70012,0,装备进阶,装备进阶10次,99,0,1,70012,70012,"[[25,25,3]]",0,1,4,[],0
70013,0,0,13,40,15,70013,0,装备进阶,装备进阶15次,99,0,1,70013,70013,"[[25,25,4]]",0,1,3,[],0
70014,0,0,13,40,20,70014,0,装备进阶,装备进阶20次,99,0,1,70014,70014,"[[25,25,6]]",0,1,2,[],0
70015,0,0,13,40,30,70015,0,装备进阶,装备进阶30次,99,0,1,70015,70015,"[[25,25,8]]",0,1,1,[],0
70016,0,0,13,64,20,70016,0,训练家强化,训练家强化20次,99,0,1,70016,70016,"[[8,8,30000]]",0,1,5,[],0
70017,0,0,13,64,30,70017,0,训练家强化,训练家强化30次,99,0,1,70017,70017,"[[8,8,40000]]",0,1,4,[],0
70018,0,0,13,64,50,70018,0,训练家强化,训练家强化50次,99,0,1,70018,70018,"[[8,8,50000]]",0,1,3,[],0
70019,0,0,13,64,70,70019,0,训练家强化,训练家强化70次,99,0,1,70019,70019,"[[8,8,80000]]",0,1,2,[],0
70020,0,0,13,64,100,70020,0,训练家强化,训练家强化100次,99,0,1,70020,70020,"[[3,1000350,1]]",0,1,1,[],0
70021,0,0,13,60,10,70021,0,装备洗练,装备洗练10次,99,0,1,70021,70021,"[[21,21,3]]",0,1,5,[],0
70022,0,0,13,60,15,70022,0,装备洗练,装备洗练15次,99,0,1,70022,70022,"[[21,21,6]]",0,1,4,[],0
70023,0,0,13,60,25,70023,0,装备洗练,装备洗练25次,99,0,1,70023,70023,"[[21,21,8]]",0,1,3,[],0
70024,0,0,13,60,40,70024,0,装备洗练,装备洗练40次,99,0,1,70024,70024,"[[21,21,12]]",0,1,2,[],0
70025,0,0,13,60,60,70025,0,装备洗练,装备洗练60次,99,0,1,70025,70025,"[[21,21,16]]",0,1,1,[],0
70026,0,0,13,55,1,70026,0,战斗狂人,竞技场中[endl:num=1]完成1次挑战,99,0,1,70026,70026,"[[5,5,50]]",0,1,5,[],0
70027,0,0,13,55,3,70027,0,战斗狂人,竞技场中[endl:num=1]完成3次挑战,99,0,1,70027,70027,"[[5,5,100]]",0,1,4,[],0
70028,0,0,13,55,5,70028,0,战斗狂人,竞技场中[endl:num=1]完成5次挑战,99,0,1,70028,70028,"[[5,5,200]]",0,1,3,[],0
70029,0,0,13,55,10,70029,0,战斗狂人,竞技场中[endl:num=1]完成10次挑战,99,0,1,70029,70029,"[[5,5,300]]",0,1,2,[],0
70030,0,0,13,55,15,70030,0,战斗狂人,竞技场中[endl:num=1]完成15次挑战,99,0,1,70030,70030,"[[5,5,500]]",0,1,1,[],0
70031,0,0,13,27,1,70031,0,训练家之丘,训练家之丘[endl:num=1]完成第1层,99,0,1,70031,70031,"[[18,18,50]]",0,1,5,[],0
70032,0,0,13,27,3,70032,0,训练家之丘,训练家之丘[endl:num=1]完成第3层,99,0,1,70032,70032,"[[18,18,100]]",0,1,4,[],0
70033,0,0,13,27,5,70033,0,训练家之丘,训练家之丘[endl:num=1]完成第5层,99,0,1,70033,70033,"[[18,18,200]]",0,1,3,[],0
70034,0,0,13,27,7,70034,0,训练家之丘,训练家之丘[endl:num=1]完成第7层,99,0,1,70034,70034,"[[18,18,300]]",0,1,2,[],0
70035,0,0,13,27,9,70035,0,训练家之丘,训练家之丘[endl:num=1]完成第9层,99,0,1,70035,70035,"[[18,18,500]]",0,1,1,[],0
70036,0,0,13,61,10,70036,0,道馆集训,道馆集训累计[endl:num=1]达到10次,99,0,1,70036,70036,"[[16,16,5000]]",0,1,5,[],0
70037,0,0,13,61,20,70037,0,道馆集训,道馆集训累计[endl:num=1]达到20次,99,0,1,70037,70037,"[[16,16,10000]]",0,1,4,[],0
70038,0,0,13,61,30,70038,0,道馆集训,道馆集训累计[endl:num=1]达到30次,99,0,1,70038,70038,"[[16,16,15000]]",0,1,3,[],0
70039,0,0,13,61,40,70039,0,道馆集训,道馆集训累计[endl:num=1]达到40次,99,0,1,70039,70039,"[[16,16,20000]]",0,1,2,[],0
70040,0,0,13,61,50,70040,0,道馆集训,道馆集训累计[endl:num=1]达到50次,99,0,1,70040,70040,"[[16,16,30000]]",0,1,1,[],0
70041,0,0,13,14,1,70041,0,精英副本,挑战1次[endl:num=1]精英本1-5,99,200115,1,70041,70041,"[[8,8,30000]]",0,1,5,[],0
70042,0,0,13,14,1,70042,0,精英副本,挑战1次[endl:num=1]精英本2-5,99,200215,1,70042,70042,"[[8,8,40000]]",0,1,4,[],0
70043,0,0,13,14,1,70043,0,精英副本,挑战1次[endl:num=1]精英本3-5,99,200315,1,70043,70043,"[[8,8,50000]]",0,1,3,[],0
70044,0,0,13,14,1,70044,0,精英副本,挑战1次[endl:num=1]精英本4-5,99,200415,1,70044,70044,"[[8,8,80000]]",0,1,2,[],0
70045,0,0,13,14,1,70045,0,精英副本,挑战1次[endl:num=1]精英本5-5,99,200515,1,70045,70045,"[[8,8,100000]]",0,1,1,[],0
70046,0,0,13,62,30000,70046,0,巅峰战力,巅峰战力达到30000,99,0,1,70046,70046,"[[21,21,6]]",0,1,5,[],0
70047,0,0,13,62,40000,70047,0,巅峰战力,巅峰战力达到40000,99,0,1,70047,70047,"[[21,21,9]]",0,1,4,[],0
70048,0,0,13,62,50000,70048,0,巅峰战力,巅峰战力达到50000,99,0,1,70048,70048,"[[21,21,12]]",0,1,3,[],0
70049,0,0,13,62,70000,70049,0,巅峰战力,巅峰战力达到70000,99,0,1,70049,70049,"[[21,21,18]]",0,1,2,[],0
70050,0,0,13,62,90000,70050,0,巅峰战力,巅峰战力达到90000,99,0,1,70050,70050,"[[21,21,24]]",0,1,1,[],0
70051,0,0,13,63,10,70051,0,公会等级,公会等级[endl:num=1]达到10级,99,0,1,70051,70051,"[[15,15,50]]",0,1,5,[],0
