id,name,type,cmd1,golden,currency,amount,sdktype,goodsid,gift_png,first_tag,general_tag,first_drop,general_drop,general_cmd,bright_point,channelLabel
14,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,13,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
131,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,13,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
132,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,13,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
133,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,13,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
134,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,13,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
135,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,13,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
136,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,13,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
137,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,13,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
138,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,13,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
139,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,13,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
14000001,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,14,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
14000002,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,14,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
14000003,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,14,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
14000004,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,14,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
14000005,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,14,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
14000006,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,14,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
14000007,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,14,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
14000008,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,14,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
14000009,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,14,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
14000010,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,14,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
14000011,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,14,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
15,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,15,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
16,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,15,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
151,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,15,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
152,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,15,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
153,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,15,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
154,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,15,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
155,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,15,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
156,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,15,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
157,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,15,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
158,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,15,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
159,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,15,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
16000001,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,16,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
16000002,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,16,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
16000003,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,16,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
16000004,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,16,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
16000005,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,16,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
16000006,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,16,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
16000007,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,16,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
16000008,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,16,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
16000009,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,16,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
16000010,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,16,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
16000011,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,16,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
17,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,17,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
18,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,17,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
171,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,17,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
172,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,17,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
173,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,17,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
174,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,17,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
175,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,17,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
176,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,17,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
177,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,17,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
178,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,17,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
179,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,17,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
19,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,18,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
20,普通周卡,9,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得360[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",250,CNY,25,18,zk25,660013,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
181,尊贵月卡,8,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",500,CNY,50,18,yk50,660011,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
182,普通月卡,7,"[colorindex:colorIndex=10]购买后立即获得250[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得120[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",250,CNY,25,18,yk25,660010,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
183,6480钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送12960[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",6480,CNY,648,18,648,660005,Nui_0004_30,ui_0012_35,40001,40009,"[colorindex:colorIndex=10]额外赠送1620[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
184,3280钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3280[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",3280,CNY,328,18,328,660004,ui_0012_35,ui_0012_35,40002,40010,"[colorindex:colorIndex=10]额外赠送600[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",1,0
185,1980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送1980[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",1980,CNY,198,18,198,660003,ui_0012_35,ui_0012_35,40003,40011,"[colorindex:colorIndex=10]额外赠送240[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
186,980钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送3000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",980,CNY,98,18,98,660003,Nui_0004_30,ui_0012_35,40004,40012,"[colorindex:colorIndex=10]额外赠送80[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
187,600钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送2000[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",500,CNY,50,18,50,660002,Nui_0004_30,ui_0012_35,40006,40014,"[colorindex:colorIndex=10]额外赠送30[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
188,300钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送300[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",300,CNY,30,18,30,660001,ui_0012_35,ui_0012_35,40007,40015,"[colorindex:colorIndex=10]额外赠送15[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]",0,0
189,60钻石,1,"[colorindex:colorIndex=10]首次购买额外赠送60[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][colorindex:colorIndex=4][endl:num=1](限赠1次)",60,CNY,6,18,6,80001,ui_0012_35,ui_0012_35,40008,0,,0,0
21,尊贵周卡,10,"[colorindex:colorIndex=10]购买后立即获得500[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4][endl:num=1][colorindex:colorIndex=4]每日可额外获得720[colorindex:colorIndex=0][sprite:fileName='icon/80001.png',scale=0.4]及碎片",500,CNY,50,19,zk50,660012,Nui_0004_30,Nui_0004_30,0,0,[colorindex:colorIndex=10]继续购买可续签领取天数[endl:num=1][colorindex:colorIndex=4]剩余领取天数：{}天,1,0
