id,single_attack_win_desc,single_attack_lose_desc,attack_count_desc,multiple1,horn1,red_paper_desc,multiple2,horn2,red_paper_count,red_paper
65,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
66,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
67,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
68,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
69,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
70,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
71,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
72,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
73,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
74,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
75,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
76,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
77,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
78,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
79,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
80,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
81,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
82,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
83,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
84,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
85,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
86,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
87,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
88,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
89,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
90,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
91,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
92,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
93,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
94,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
95,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
96,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
97,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
98,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
99,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,1,0,0,0,0,0,0
100,你成功从{}身上抢夺部分宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败，抢夺失败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次抢夺，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,15,8888
