id,single_desc,all_desc,multiple,horn,red_paper_count,red_paper,red_paper_desc
140,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
141,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
142,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
143,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
144,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
145,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
146,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
147,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
148,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
149,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
150,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},[colorindex:colorIndex=0][colorindex:colorIndex=5]{}[colorindex:colorIndex=0]击败了[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达成[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，已经[colorindex:colorIndex=19]超越神的杀戮[colorindex:colorIndex=0]！！拜托谁去杀了他吧!,0,1,400,8888,[colorindex:colorIndex=0][colorindex:colorIndex=2]{}[colorindex:colorIndex=0]达到[colorindex:colorIndex=2]{}连胜[colorindex:colorIndex=0]，给全服玩家发放[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个[colorindex:colorIndex=2]红包[colorindex:colorIndex=0]
151,[colorindex:colorIndex=0]你击败了[colorindex:colorIndex=2]{},0,0,0,0,0,0
