id,single_defend_win_desc,single_defend_lose_dese,defend_count_desc,multiple1,horn1,red_paper_desc,multiple2,horn2,red_paper_count,red_paper
39,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
40,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
41,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
42,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
43,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
44,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
45,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
46,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
47,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
48,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
49,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
50,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
51,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
52,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
53,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
54,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
55,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
56,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
57,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
58,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
59,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
60,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
61,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
62,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
63,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
64,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
65,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
66,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
67,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
68,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
69,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
70,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,1,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
71,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
72,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
73,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
74,你成功阻止[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]抢夺宝藏,你被[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]击败损失部分宝藏,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，获得大量宝藏,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]完成[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]次押运，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
