id,type,droptype,0,dropProb,itemtype,itemid,price,cd,timesLimit,producttype,productID,amount,openlevel
20637,2,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
20638,2,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
20639,2,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
20640,2,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
20701,2,7,迷宫商人,10000,2,0,800,0,1,5,5,2400,0
20801,2,8,迷宫商人,10000,2,0,1000,0,1,27,27,30,0
20901,2,9,迷宫商人,5000,2,0,1200,0,1,14,190018,3,0
20902,2,9,迷宫商人,3500,2,0,1500,0,1,14,190019,2,30
20903,2,9,迷宫商人,1500,2,0,1500,0,1,14,190020,1,50
30101,3,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
30102,3,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
30103,3,1,迷宫商人,10000,2,0,60,0,1,8,8,200000,0
30201,3,2,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
30202,3,2,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
30203,3,2,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
30204,3,2,迷宫商人,10000,2,0,100,0,1,14,100003,2,0
30301,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30302,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30303,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30304,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30305,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30306,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30307,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30308,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30309,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30310,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30311,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30312,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30313,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30314,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30315,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30316,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30317,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30318,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30319,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30320,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30321,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30322,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30323,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30324,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30325,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30326,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30327,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30328,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30329,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30330,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30331,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30332,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30333,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30334,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30335,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30336,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30337,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30338,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30339,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30340,3,3,迷宫商人,10000,2,0,200,0,1,14,110003,2,0
30401,3,4,迷宫商人,4000,2,0,250,0,1,14,190013,5,0
30402,3,4,迷宫商人,3000,2,0,250,0,1,14,190014,3,20
30403,3,4,迷宫商人,2000,2,0,320,0,1,14,190015,2,40
30404,3,4,迷宫商人,1000,2,0,320,0,1,14,190016,1,60
30501,3,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
30502,3,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
30503,3,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
30504,3,5,迷宫商人,10000,2,0,400,0,1,21,21,100,0
30601,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30602,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30603,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30604,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30605,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30606,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30607,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30608,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30609,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30610,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30611,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30612,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30613,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30614,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30615,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30616,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30617,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30618,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30619,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30620,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30621,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30622,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30623,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30624,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30625,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30626,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30627,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30628,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30629,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30630,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30631,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30632,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30633,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30634,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30635,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30636,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30637,3,6,迷宫商人,4000,2,0,500,0,1,14,711003,10,0
30638,3,6,迷宫商人,3000,2,0,500,0,1,14,711004,5,20
30639,3,6,迷宫商人,2000,2,0,700,0,1,14,711005,3,40
30640,3,6,迷宫商人,1000,2,0,900,0,1,14,711006,2,60
30701,3,7,迷宫商人,10000,2,0,800,0,1,5,5,2400,0
30801,3,8,迷宫商人,10000,2,0,1000,0,1,27,27,30,0
30901,3,9,迷宫商人,5000,2,0,1200,0,1,14,190018,3,0
30902,3,9,迷宫商人,3500,2,0,1500,0,1,14,190019,2,30
30903,3,9,迷宫商人,1500,2,0,1500,0,1,14,190020,1,50
40101,4,1,竞技场商店,1100,5,0,500,0,1,14,21000347,5,0
40102,4,1,竞技场商店,720,5,0,500,0,1,14,21000331,5,0
40103,4,1,竞技场商店,200,5,0,500,0,1,14,21000386,5,0
40104,4,1,竞技场商店,200,5,0,500,0,1,14,21000376,5,0
40105,4,1,竞技场商店,200,5,0,500,0,1,14,21000362,5,0
40106,4,1,竞技场商店,50,5,0,500,0,1,14,21000381,5,0
40107,4,1,竞技场商店,25,5,0,500,0,1,14,21000361,5,0
40108,4,1,竞技场商店,5,5,0,500,0,1,14,21000371,5,0
40109,4,1,竞技场商店,1100,5,0,500,0,1,14,21000350,5,0
40110,4,1,竞技场商店,720,5,0,500,0,1,14,21000349,5,0
40111,4,1,竞技场商店,200,5,0,500,0,1,14,21000387,5,0
40112,4,1,竞技场商店,200,5,0,500,0,1,14,21000377,5,0
40113,4,1,竞技场商店,25,5,0,500,0,1,14,21000364,5,0
40114,4,1,竞技场商店,50,5,0,500,0,1,14,21000382,5,0
40115,4,1,竞技场商店,200,5,0,500,0,1,14,21000363,5,0
40116,4,1,竞技场商店,5,5,0,500,0,1,14,21000372,5,0
40117,4,1,竞技场商店,1100,5,0,500,0,1,14,21000353,5,0
40118,4,1,竞技场商店,720,5,0,500,0,1,14,21000352,5,0
40119,4,1,竞技场商店,200,5,0,500,0,1,14,21000378,5,0
40120,4,1,竞技场商店,200,5,0,500,0,1,14,21000388,5,0
40121,4,1,竞技场商店,25,5,0,500,0,1,14,21000366,5,0
40122,4,1,竞技场商店,200,5,0,500,0,1,14,21000365,5,0
40123,4,1,竞技场商店,50,5,0,500,0,1,14,21000383,5,0
40124,4,1,竞技场商店,5,5,0,500,0,1,14,21000373,5,0
40125,4,1,竞技场商店,1000,5,0,500,0,1,14,21000356,5,0
40126,4,1,竞技场商店,50,5,0,500,0,1,14,21000357,5,0
40127,4,1,竞技场商店,150,5,0,500,0,1,14,21000355,5,0
40128,4,1,竞技场商店,55,5,0,500,0,1,14,21000379,5,0
40129,4,1,竞技场商店,200,5,0,500,0,1,14,21000384,5,0
40130,4,1,竞技场商店,20,5,0,500,0,1,14,21000367,5,0
40131,4,1,竞技场商店,10,5,0,500,0,1,14,21000389,5,0
40132,4,1,竞技场商店,5,5,0,500,0,1,14,21000374,5,0
40133,4,1,竞技场商店,425,5,0,500,0,1,14,21000359,5,0
40134,4,1,竞技场商店,200,5,0,500,0,1,14,21000345,5,0
40135,4,1,竞技场商店,90,5,0,500,0,1,14,21000370,5,0
40136,4,1,竞技场商店,200,5,0,500,0,1,14,21000369,5,0
40137,4,1,竞技场商店,60,5,0,500,0,1,14,21000385,5,0
40138,4,1,竞技场商店,20,5,0,500,0,1,14,21000380,5,0
40139,4,1,竞技场商店,10,5,0,500,0,1,14,21000390,5,0
40140,4,1,竞技场商店,5,5,0,500,0,1,14,21000375,5,0
40141,4,1,竞技场商店,0,5,0,5000,0,1,3,1000347,1,0
40142,4,1,竞技场商店,0,5,0,5000,0,1,3,1000331,1,0
40143,4,1,竞技场商店,0,5,0,5000,0,1,3,1000386,1,0
40144,4,1,竞技场商店,0,5,0,5000,0,1,3,1000376,1,0
40145,4,1,竞技场商店,0,5,0,12000,0,1,3,1000362,1,0
40146,4,1,竞技场商店,0,5,0,12000,0,1,3,1000381,1,0
40147,4,1,竞技场商店,0,5,0,12000,0,1,3,1000361,1,0
40148,4,1,竞技场商店,0,5,0,32000,0,1,3,1000371,1,0
40149,4,1,竞技场商店,0,5,0,5000,0,1,3,1000350,1,0
40150,4,1,竞技场商店,0,5,0,5000,0,1,3,1000349,1,0
40151,4,1,竞技场商店,0,5,0,5000,0,1,3,1000387,1,0
40152,4,1,竞技场商店,0,5,0,5000,0,1,3,1000377,1,0
40153,4,1,竞技场商店,0,5,0,12000,0,1,3,1000364,1,0
40154,4,1,竞技场商店,0,5,0,12000,0,1,3,1000382,1,0
40155,4,1,竞技场商店,0,5,0,12000,0,1,3,1000363,1,0
40156,4,1,竞技场商店,0,5,0,32000,0,1,3,1000372,1,0
40157,4,1,竞技场商店,0,5,0,5000,0,1,3,1000353,1,0
40158,4,1,竞技场商店,0,5,0,5000,0,1,3,1000352,1,0
40159,4,1,竞技场商店,0,5,0,5000,0,1,3,1000378,1,0
40160,4,1,竞技场商店,0,5,0,5000,0,1,3,1000388,1,0
40161,4,1,竞技场商店,0,5,0,12000,0,1,3,1000366,1,0
40162,4,1,竞技场商店,0,5,0,12000,0,1,3,1000365,1,0
40163,4,1,竞技场商店,0,5,0,12000,0,1,3,1000383,1,0
40164,4,1,竞技场商店,0,5,0,32000,0,1,3,1000373,1,0
40165,4,1,竞技场商店,0,5,0,5000,0,1,3,1000356,1,0
40166,4,1,竞技场商店,0,5,0,5000,0,1,3,1000357,1,0
40167,4,1,竞技场商店,0,5,0,5000,0,1,3,1000355,1,0
40168,4,1,竞技场商店,0,5,0,5000,0,1,3,1000379,1,0
40169,4,1,竞技场商店,0,5,0,12000,0,1,3,1000384,1,0
40170,4,1,竞技场商店,0,5,0,12000,0,1,3,1000367,1,0
40171,4,1,竞技场商店,0,5,0,12000,0,1,3,1000389,1,0
40172,4,1,竞技场商店,0,5,0,32000,0,1,3,1000374,1,0
40173,4,1,竞技场商店,0,5,0,5000,0,1,3,1000359,1,0
40174,4,1,竞技场商店,0,5,0,5000,0,1,3,1000345,1,0
40175,4,1,竞技场商店,0,5,0,5000,0,1,3,1000370,1,0
40176,4,1,竞技场商店,0,5,0,5000,0,1,3,1000369,1,0
40177,4,1,竞技场商店,0,5,0,12000,0,1,3,1000385,1,0
40178,4,1,竞技场商店,0,5,0,12000,0,1,3,1000380,1,0
40179,4,1,竞技场商店,0,5,0,12000,0,1,3,1000390,1,0
40180,4,1,竞技场商店,0,5,0,32000,0,1,3,1000375,1,0
40201,4,2,竞技场商店,1100,5,0,500,0,1,14,21000347,5,0
40202,4,2,竞技场商店,720,5,0,500,0,1,14,21000331,5,0
40203,4,2,竞技场商店,200,5,0,500,0,1,14,21000386,5,0
40204,4,2,竞技场商店,200,5,0,500,0,1,14,21000376,5,0
40205,4,2,竞技场商店,200,5,0,500,0,1,14,21000362,5,0
40206,4,2,竞技场商店,50,5,0,500,0,1,14,21000381,5,0
40207,4,2,竞技场商店,25,5,0,500,0,1,14,21000361,5,0
40208,4,2,竞技场商店,5,5,0,500,0,1,14,21000371,5,0
40209,4,2,竞技场商店,1100,5,0,500,0,1,14,21000350,5,0
40210,4,2,竞技场商店,720,5,0,500,0,1,14,21000349,5,0
40211,4,2,竞技场商店,200,5,0,500,0,1,14,21000387,5,0
40212,4,2,竞技场商店,200,5,0,500,0,1,14,21000377,5,0
40213,4,2,竞技场商店,25,5,0,500,0,1,14,21000364,5,0
40214,4,2,竞技场商店,50,5,0,500,0,1,14,21000382,5,0
40215,4,2,竞技场商店,200,5,0,500,0,1,14,21000363,5,0
40216,4,2,竞技场商店,5,5,0,500,0,1,14,21000372,5,0
40217,4,2,竞技场商店,1100,5,0,500,0,1,14,21000353,5,0
40218,4,2,竞技场商店,720,5,0,500,0,1,14,21000352,5,0
40219,4,2,竞技场商店,200,5,0,500,0,1,14,21000378,5,0
40220,4,2,竞技场商店,200,5,0,500,0,1,14,21000388,5,0
40221,4,2,竞技场商店,25,5,0,500,0,1,14,21000366,5,0
40222,4,2,竞技场商店,200,5,0,500,0,1,14,21000365,5,0
40223,4,2,竞技场商店,50,5,0,500,0,1,14,21000383,5,0
40224,4,2,竞技场商店,5,5,0,500,0,1,14,21000373,5,0
40225,4,2,竞技场商店,1000,5,0,500,0,1,14,21000356,5,0
40226,4,2,竞技场商店,50,5,0,500,0,1,14,21000357,5,0
40227,4,2,竞技场商店,150,5,0,500,0,1,14,21000355,5,0
40228,4,2,竞技场商店,55,5,0,500,0,1,14,21000379,5,0
40229,4,2,竞技场商店,200,5,0,500,0,1,14,21000384,5,0
40230,4,2,竞技场商店,20,5,0,500,0,1,14,21000367,5,0
40231,4,2,竞技场商店,10,5,0,500,0,1,14,21000389,5,0
40232,4,2,竞技场商店,5,5,0,500,0,1,14,21000374,5,0
40233,4,2,竞技场商店,425,5,0,500,0,1,14,21000359,5,0
40234,4,2,竞技场商店,200,5,0,500,0,1,14,21000345,5,0
40235,4,2,竞技场商店,90,5,0,500,0,1,14,21000370,5,0
40236,4,2,竞技场商店,200,5,0,500,0,1,14,21000369,5,0
40237,4,2,竞技场商店,60,5,0,500,0,1,14,21000385,5,0
40238,4,2,竞技场商店,20,5,0,500,0,1,14,21000380,5,0
40239,4,2,竞技场商店,10,5,0,500,0,1,14,21000390,5,0
40240,4,2,竞技场商店,5,5,0,500,0,1,14,21000375,5,0
40301,4,3,竞技场商店,1100,5,0,500,0,1,14,21000347,5,0
40302,4,3,竞技场商店,720,5,0,500,0,1,14,21000331,5,0
40303,4,3,竞技场商店,200,5,0,500,0,1,14,21000386,5,0
40304,4,3,竞技场商店,200,5,0,500,0,1,14,21000376,5,0
40305,4,3,竞技场商店,200,5,0,500,0,1,14,21000362,5,0
40306,4,3,竞技场商店,50,5,0,500,0,1,14,21000381,5,0
40307,4,3,竞技场商店,25,5,0,500,0,1,14,21000361,5,0
40308,4,3,竞技场商店,5,5,0,500,0,1,14,21000371,5,0
40309,4,3,竞技场商店,1100,5,0,500,0,1,14,21000350,5,0
40310,4,3,竞技场商店,720,5,0,500,0,1,14,21000349,5,0
40311,4,3,竞技场商店,200,5,0,500,0,1,14,21000387,5,0
40312,4,3,竞技场商店,200,5,0,500,0,1,14,21000377,5,0
40313,4,3,竞技场商店,25,5,0,500,0,1,14,21000364,5,0
40314,4,3,竞技场商店,50,5,0,500,0,1,14,21000382,5,0
40315,4,3,竞技场商店,200,5,0,500,0,1,14,21000363,5,0
40316,4,3,竞技场商店,5,5,0,500,0,1,14,21000372,5,0
40317,4,3,竞技场商店,1100,5,0,500,0,1,14,21000353,5,0
40318,4,3,竞技场商店,720,5,0,500,0,1,14,21000352,5,0
40319,4,3,竞技场商店,200,5,0,500,0,1,14,21000378,5,0
40320,4,3,竞技场商店,200,5,0,500,0,1,14,21000388,5,0
40321,4,3,竞技场商店,25,5,0,500,0,1,14,21000366,5,0
40322,4,3,竞技场商店,200,5,0,500,0,1,14,21000365,5,0
40323,4,3,竞技场商店,50,5,0,500,0,1,14,21000383,5,0
40324,4,3,竞技场商店,5,5,0,500,0,1,14,21000373,5,0
40325,4,3,竞技场商店,1000,5,0,500,0,1,14,21000356,5,0
40326,4,3,竞技场商店,50,5,0,500,0,1,14,21000357,5,0
40327,4,3,竞技场商店,150,5,0,500,0,1,14,21000355,5,0
40328,4,3,竞技场商店,55,5,0,500,0,1,14,21000379,5,0
40329,4,3,竞技场商店,200,5,0,500,0,1,14,21000384,5,0
40330,4,3,竞技场商店,20,5,0,500,0,1,14,21000367,5,0
40331,4,3,竞技场商店,10,5,0,500,0,1,14,21000389,5,0
40332,4,3,竞技场商店,5,5,0,500,0,1,14,21000374,5,0
40333,4,3,竞技场商店,425,5,0,500,0,1,14,21000359,5,0
40334,4,3,竞技场商店,200,5,0,500,0,1,14,21000345,5,0
40335,4,3,竞技场商店,90,5,0,500,0,1,14,21000370,5,0
40336,4,3,竞技场商店,200,5,0,500,0,1,14,21000369,5,0
40337,4,3,竞技场商店,60,5,0,500,0,1,14,21000385,5,0
40338,4,3,竞技场商店,20,5,0,500,0,1,14,21000380,5,0
40339,4,3,竞技场商店,10,5,0,500,0,1,14,21000390,5,0
40340,4,3,竞技场商店,5,5,0,500,0,1,14,21000375,5,0
40401,4,4,竞技场商店,1100,5,0,100,0,1,14,350047,5,0
40402,4,4,竞技场商店,720,5,0,100,0,1,14,350031,5,0
40403,4,4,竞技场商店,200,5,0,100,0,1,14,350086,5,0
40404,4,4,竞技场商店,200,5,0,100,0,1,14,350076,5,0
40405,4,4,竞技场商店,200,5,0,100,0,1,14,350062,5,0
40406,4,4,竞技场商店,50,5,0,100,0,1,14,350081,5,0
40407,4,4,竞技场商店,25,5,0,100,0,1,14,350061,5,0
40408,4,4,竞技场商店,5,5,0,100,0,1,14,350071,5,0
40409,4,4,竞技场商店,1100,5,0,100,0,1,14,350050,5,0
40410,4,4,竞技场商店,720,5,0,100,0,1,14,350049,5,0
40411,4,4,竞技场商店,200,5,0,100,0,1,14,350087,5,0
40412,4,4,竞技场商店,200,5,0,100,0,1,14,350077,5,0
40413,4,4,竞技场商店,25,5,0,100,0,1,14,350064,5,0
40414,4,4,竞技场商店,50,5,0,100,0,1,14,350082,5,0
40415,4,4,竞技场商店,200,5,0,100,0,1,14,350063,5,0
40416,4,4,竞技场商店,5,5,0,100,0,1,14,350072,5,0
40417,4,4,竞技场商店,1100,5,0,100,0,1,14,350053,5,0
40418,4,4,竞技场商店,720,5,0,100,0,1,14,350052,5,0
40419,4,4,竞技场商店,200,5,0,100,0,1,14,350078,5,0
40420,4,4,竞技场商店,200,5,0,100,0,1,14,350088,5,0
40421,4,4,竞技场商店,25,5,0,100,0,1,14,350066,5,0
40422,4,4,竞技场商店,200,5,0,100,0,1,14,350065,5,0
40423,4,4,竞技场商店,50,5,0,100,0,1,14,350083,5,0
40424,4,4,竞技场商店,5,5,0,100,0,1,14,350073,5,0
40425,4,4,竞技场商店,1000,5,0,100,0,1,14,350056,5,0
40426,4,4,竞技场商店,50,5,0,100,0,1,14,350057,5,0
40427,4,4,竞技场商店,150,5,0,100,0,1,14,350055,5,0
40428,4,4,竞技场商店,55,5,0,100,0,1,14,350079,5,0
40429,4,4,竞技场商店,200,5,0,100,0,1,14,350084,5,0
40430,4,4,竞技场商店,20,5,0,100,0,1,14,350067,5,0
40431,4,4,竞技场商店,10,5,0,100,0,1,14,350089,5,0
40432,4,4,竞技场商店,5,5,0,100,0,1,14,350074,5,0
40433,4,4,竞技场商店,425,5,0,100,0,1,14,350059,5,0
40434,4,4,竞技场商店,200,5,0,100,0,1,14,350045,5,0
40435,4,4,竞技场商店,90,5,0,100,0,1,14,350070,5,0
40436,4,4,竞技场商店,200,5,0,100,0,1,14,350069,5,0
40437,4,4,竞技场商店,60,5,0,100,0,1,14,350085,5,0
40438,4,4,竞技场商店,20,5,0,100,0,1,14,350080,5,0
40439,4,4,竞技场商店,10,5,0,100,0,1,14,350090,5,0
40440,4,4,竞技场商店,5,5,0,100,0,1,14,350075,5,0
40501,4,5,竞技场商店,1100,5,0,100,0,1,14,350047,5,0
40502,4,5,竞技场商店,720,5,0,100,0,1,14,350031,5,0
40503,4,5,竞技场商店,200,5,0,100,0,1,14,350086,5,0
40504,4,5,竞技场商店,200,5,0,100,0,1,14,350076,5,0
40505,4,5,竞技场商店,200,5,0,100,0,1,14,350062,5,0
40506,4,5,竞技场商店,50,5,0,100,0,1,14,350081,5,0
40507,4,5,竞技场商店,25,5,0,100,0,1,14,350061,5,0
40508,4,5,竞技场商店,5,5,0,100,0,1,14,350071,5,0
40509,4,5,竞技场商店,1100,5,0,100,0,1,14,350050,5,0
40510,4,5,竞技场商店,720,5,0,100,0,1,14,350049,5,0
40511,4,5,竞技场商店,200,5,0,100,0,1,14,350087,5,0
40512,4,5,竞技场商店,200,5,0,100,0,1,14,350077,5,0
40513,4,5,竞技场商店,25,5,0,100,0,1,14,350064,5,0
40514,4,5,竞技场商店,50,5,0,100,0,1,14,350082,5,0
40515,4,5,竞技场商店,200,5,0,100,0,1,14,350063,5,0
40516,4,5,竞技场商店,5,5,0,100,0,1,14,350072,5,0
40517,4,5,竞技场商店,1100,5,0,100,0,1,14,350053,5,0
40518,4,5,竞技场商店,720,5,0,100,0,1,14,350052,5,0
40519,4,5,竞技场商店,200,5,0,100,0,1,14,350078,5,0
40520,4,5,竞技场商店,200,5,0,100,0,1,14,350088,5,0
40521,4,5,竞技场商店,25,5,0,100,0,1,14,350066,5,0
40522,4,5,竞技场商店,200,5,0,100,0,1,14,350065,5,0
40523,4,5,竞技场商店,50,5,0,100,0,1,14,350083,5,0
40524,4,5,竞技场商店,5,5,0,100,0,1,14,350073,5,0
40525,4,5,竞技场商店,1000,5,0,100,0,1,14,350056,5,0
40526,4,5,竞技场商店,50,5,0,100,0,1,14,350057,5,0
40527,4,5,竞技场商店,150,5,0,100,0,1,14,350055,5,0
40528,4,5,竞技场商店,55,5,0,100,0,1,14,350079,5,0
40529,4,5,竞技场商店,200,5,0,100,0,1,14,350084,5,0
40530,4,5,竞技场商店,20,5,0,100,0,1,14,350067,5,0
40531,4,5,竞技场商店,10,5,0,100,0,1,14,350089,5,0
40532,4,5,竞技场商店,5,5,0,100,0,1,14,350074,5,0
40533,4,5,竞技场商店,425,5,0,100,0,1,14,350059,5,0
40534,4,5,竞技场商店,200,5,0,100,0,1,14,350045,5,0
40535,4,5,竞技场商店,90,5,0,100,0,1,14,350070,5,0
40536,4,5,竞技场商店,200,5,0,100,0,1,14,350069,5,0
40537,4,5,竞技场商店,60,5,0,100,0,1,14,350085,5,0
40538,4,5,竞技场商店,20,5,0,100,0,1,14,350080,5,0
40539,4,5,竞技场商店,10,5,0,100,0,1,14,350090,5,0
40540,4,5,竞技场商店,5,5,0,100,0,1,14,350075,5,0
40601,4,6,竞技场商店,1100,5,0,100,0,1,14,350047,5,0
40602,4,6,竞技场商店,720,5,0,100,0,1,14,350031,5,0
40603,4,6,竞技场商店,200,5,0,100,0,1,14,350086,5,0
40604,4,6,竞技场商店,200,5,0,100,0,1,14,350076,5,0
40605,4,6,竞技场商店,200,5,0,100,0,1,14,350062,5,0
40606,4,6,竞技场商店,50,5,0,100,0,1,14,350081,5,0
40607,4,6,竞技场商店,25,5,0,100,0,1,14,350061,5,0
40608,4,6,竞技场商店,5,5,0,100,0,1,14,350071,5,0
40609,4,6,竞技场商店,1100,5,0,100,0,1,14,350050,5,0
40610,4,6,竞技场商店,720,5,0,100,0,1,14,350049,5,0
40611,4,6,竞技场商店,200,5,0,100,0,1,14,350087,5,0
40612,4,6,竞技场商店,200,5,0,100,0,1,14,350077,5,0
40613,4,6,竞技场商店,25,5,0,100,0,1,14,350064,5,0
40614,4,6,竞技场商店,50,5,0,100,0,1,14,350082,5,0
40615,4,6,竞技场商店,200,5,0,100,0,1,14,350063,5,0
40616,4,6,竞技场商店,5,5,0,100,0,1,14,350072,5,0
40617,4,6,竞技场商店,1100,5,0,100,0,1,14,350053,5,0
40618,4,6,竞技场商店,720,5,0,100,0,1,14,350052,5,0
40619,4,6,竞技场商店,200,5,0,100,0,1,14,350078,5,0
40620,4,6,竞技场商店,200,5,0,100,0,1,14,350088,5,0
40621,4,6,竞技场商店,25,5,0,100,0,1,14,350066,5,0
40622,4,6,竞技场商店,200,5,0,100,0,1,14,350065,5,0
40623,4,6,竞技场商店,50,5,0,100,0,1,14,350083,5,0
40624,4,6,竞技场商店,5,5,0,100,0,1,14,350073,5,0
40625,4,6,竞技场商店,1000,5,0,100,0,1,14,350056,5,0
40626,4,6,竞技场商店,50,5,0,100,0,1,14,350057,5,0
40627,4,6,竞技场商店,150,5,0,100,0,1,14,350055,5,0
40628,4,6,竞技场商店,55,5,0,100,0,1,14,350079,5,0
40629,4,6,竞技场商店,200,5,0,100,0,1,14,350084,5,0
40630,4,6,竞技场商店,20,5,0,100,0,1,14,350067,5,0
40631,4,6,竞技场商店,10,5,0,100,0,1,14,350089,5,0
40632,4,6,竞技场商店,5,5,0,100,0,1,14,350074,5,0
40633,4,6,竞技场商店,425,5,0,100,0,1,14,350059,5,0
40634,4,6,竞技场商店,200,5,0,100,0,1,14,350045,5,0
40635,4,6,竞技场商店,90,5,0,100,0,1,14,350070,5,0
40636,4,6,竞技场商店,200,5,0,100,0,1,14,350069,5,0
40637,4,6,竞技场商店,60,5,0,100,0,1,14,350085,5,0
40638,4,6,竞技场商店,20,5,0,100,0,1,14,350080,5,0
40639,4,6,竞技场商店,10,5,0,100,0,1,14,350090,5,0
40640,4,6,竞技场商店,5,5,0,100,0,1,14,350075,5,0
