id,play_name,face,frame,group,is_visible,play_lv,monster_id1,monster_id2,monster_id3,monster_id4,monster_level1,monster_level2,monster_level3,monster_level4,monster_skill_level1,monster_skill_level2,monster_skill_level3,monster_skill_level4,monster_star1,monster_star2,monster_star3,monster_star4,monster_equip1,monster_equip2,monster_equip3,monster_equip4,career,efficiency,rob_money,rob_exp,score,battle_num
100021202055,真新镇的小林,80001,90001,100021202,0,55,1008314,1008315,1008344,1008358,65,65,65,65,55|55|55|55|55,55|55|55|55|55,55|55|55|55|55,55|55|55|55|55,9,9,9,9,10,10,10,10,1,78396,0,0,0,0
100021202056,真新镇的小林,80001,90001,100021202,0,56,1008314,1008315,1008344,1008358,66,66,66,66,56|56|56|56|56,56|56|56|56|56,56|56|56|56|56,56|56|56|56|56,10,10,10,10,10,10,10,10,1,83350,0,0,0,0
100021202057,真新镇的小林,80001,90001,100021202,0,57,1008314,1008315,1008344,1008358,67,67,67,67,57|57|57|57|57,57|57|57|57|57,57|57|57|57|57,57|57|57|57|57,10,10,10,10,10,10,10,10,1,84191,0,0,0,0
100021202058,真新镇的小林,80001,90001,100021202,0,58,1008314,1008315,1008344,1008358,68,68,68,68,58|58|58|58|58,58|58|58|58|58,58|58|58|58|58,58|58|58|58|58,10,10,10,10,10,10,10,10,1,85024,0,0,0,0
100021202059,真新镇的小林,80001,90001,100021202,0,59,1008314,1008315,1008344,1008358,69,69,69,69,59|59|59|59|59,59|59|59|59|59,59|59|59|59|59,59|59|59|59|59,10,10,10,10,10,10,10,10,1,85866,0,0,0,0
100021202060,真新镇的小林,80001,90001,100021202,0,60,1009314,1009315,1009344,1009358,70,70,70,70,60|60|60|60|60,60|60|60|60|60,60|60|60|60|60,60|60|60|60|60,10,10,10,10,10,10,10,10,1,93258,0,0,0,0
100021202061,真新镇的小林,80001,90001,100021202,0,61,1009314,1009315,1009344,1009358,71,71,71,71,61|61|61|61|61,61|61|61|61|61,61|61|61|61|61,61|61|61|61|61,11,11,11,11,11,11,11,11,1,100696,0,0,0,0
100021202062,真新镇的小林,80001,90001,100021202,0,62,1009314,1009315,1009344,1009358,72,72,72,72,62|62|62|62|62,62|62|62|62|62,62|62|62|62|62,62|62|62|62|62,11,11,11,11,11,11,11,11,1,101597,0,0,0,0
100021202063,真新镇的小林,80001,90001,100021202,0,63,1009314,1009315,1009344,1009358,73,73,73,73,63|63|63|63|63,63|63|63|63|63,63|63|63|63|63,63|63|63|63|63,11,11,11,11,11,11,11,11,1,102499,0,0,0,0
100021202064,真新镇的小林,80001,90001,100021202,0,64,1009314,1009315,1009344,1009358,74,74,74,74,64|64|64|64|64,64|64|64|64|64,64|64|64|64|64,64|64|64|64|64,11,11,11,11,11,11,11,11,1,103400,0,0,0,0
100021202065,真新镇的小林,80001,90001,100021202,0,65,1009314,1009315,1009344,1009358,75,75,75,75,65|65|65|65|65,65|65|65|65|65,65|65|65|65|65,65|65|65|65|65,11,11,11,11,11,11,11,11,1,104302,0,0,0,0
100021202066,真新镇的小林,80001,90001,100021202,0,66,1009314,1009315,1009344,1009358,76,76,76,76,66|66|66|66|66,66|66|66|66|66,66|66|66|66|66,66|66|66|66|66,12,12,12,12,11,11,11,11,1,110029,0,0,0,0
100021202067,真新镇的小林,80001,90001,100021202,0,67,1009314,1009315,1009344,1009358,77,77,77,77,67|67|67|67|67,67|67|67|67|67,67|67|67|67|67,67|67|67|67|67,12,12,12,12,11,11,11,11,1,111000,0,0,0,0
100021202068,真新镇的小林,80001,90001,100021202,0,68,1009314,1009315,1009344,1009358,78,78,78,78,68|68|68|68|68,68|68|68|68|68,68|68|68|68|68,68|68|68|68|68,12,12,12,12,11,11,11,11,1,111961,0,0,0,0
100021202069,真新镇的小林,80001,90001,100021202,0,69,1009314,1009315,1009344,1009358,79,79,79,79,69|69|69|69|69,69|69|69|69|69,69|69|69|69|69,69|69|69|69|69,12,12,12,12,11,11,11,11,1,112931,0,0,0,0
100021202070,真新镇的小林,80001,90001,100021202,0,70,1010314,1010315,1010344,1010358,80,80,80,80,70|70|70|70|70,70|70|70|70|70,70|70|70|70|70,70|70|70|70|70,12,12,12,12,11,11,11,11,1,121274,0,0,0,0
100021202071,真新镇的小林,80001,90001,100021202,0,71,1010314,1010315,1010344,1010358,81,81,81,81,71|71|71|71|71,71|71|71|71|71,71|71|71|71|71,71|71|71|71|71,13,13,13,13,12,12,12,12,1,128557,0,0,0,0
100021202072,真新镇的小林,80001,90001,100021202,0,72,1010314,1010315,1010344,1010358,82,82,82,82,72|72|72|72|72,72|72|72|72|72,72|72|72|72|72,72|72|72|72|72,13,13,13,13,12,12,12,12,1,129588,0,0,0,0
100021202073,真新镇的小林,80001,90001,100021202,0,73,1010314,1010315,1010344,1010358,83,83,83,83,73|73|73|73|73,73|73|73|73|73,73|73|73|73|73,73|73|73|73|73,13,13,13,13,12,12,12,12,1,130618,0,0,0,0
100021202074,真新镇的小林,80001,90001,100021202,0,74,1010314,1010315,1010344,1010358,84,84,84,84,74|74|74|74|74,74|74|74|74|74,74|74|74|74|74,74|74|74|74|74,13,13,13,13,12,12,12,12,1,131648,0,0,0,0
100021202075,真新镇的小林,80001,90001,100021202,0,75,1010314,1010315,1010344,1010358,85,85,85,85,75|75|75|75|75,75|75|75|75|75,75|75|75|75|75,75|75|75|75|75,13,13,13,13,12,12,12,12,1,132679,0,0,0,0
100021202076,真新镇的小林,80001,90001,100021202,0,76,1010314,1010315,1010344,1010358,86,86,86,86,76|76|76|76|76,76|76|76|76|76,76|76|76|76|76,76|76|76|76|76,14,14,14,14,12,12,12,12,1,139178,0,0,0,0
100021202077,真新镇的小林,80001,90001,100021202,0,77,1010314,1010315,1010344,1010358,87,87,87,87,77|77|77|77|77,77|77|77|77|77,77|77|77|77|77,77|77|77|77|77,14,14,14,14,12,12,12,12,1,140277,0,0,0,0
100021202078,真新镇的小林,80001,90001,100021202,0,78,1010314,1010315,1010344,1010358,88,88,88,88,78|78|78|78|78,78|78|78|78|78,78|78|78|78|78,78|78|78|78|78,14,14,14,14,12,12,12,12,1,141368,0,0,0,0
100021202079,真新镇的小林,80001,90001,100021202,0,79,1010314,1010315,1010344,1010358,89,89,89,89,79|79|79|79|79,79|79|79|79|79,79|79|79|79|79,79|79|79|79|79,14,14,14,14,12,12,12,12,1,142468,0,0,0,0
100021202080,真新镇的小林,80001,90001,100021202,0,80,1011314,1011315,1011344,1011358,90,90,90,90,80|80|80|80|80,80|80|80|80|80,80|80|80|80|80,80|80|80|80|80,14,14,14,14,12,12,12,12,1,151754,0,0,0,0
100021202081,真新镇的小林,80001,90001,100021202,0,81,1011314,1011315,1011344,1011358,91,91,91,91,81|81|81|81|81,81|81|81|81|81,81|81|81|81|81,81|81|81|81|81,15,15,15,15,13,13,13,13,1,159810,0,0,0,0
100021202082,真新镇的小林,80001,90001,100021202,0,82,1011314,1011315,1011344,1011358,92,92,92,92,82|82|82|82|82,82|82|82|82|82,82|82|82|82|82,82|82|82|82|82,15,15,15,15,13,13,13,13,1,160968,0,0,0,0
100021202083,真新镇的小林,80001,90001,100021202,0,83,1011314,1011315,1011344,1011358,93,93,93,93,83|83|83|83|83,83|83|83|83|83,83|83|83|83|83,83|83|83|83|83,15,15,15,15,13,13,13,13,1,162128,0,0,0,0
100021202084,真新镇的小林,80001,90001,100021202,0,84,1011314,1011315,1011344,1011358,94,94,94,94,84|84|84|84|84,84|84|84|84|84,84|84|84|84|84,84|84|84|84|84,15,15,15,15,13,13,13,13,1,163286,0,0,0,0
100021202085,真新镇的小林,80001,90001,100021202,0,85,1011314,1011315,1011344,1011358,95,95,95,95,85|85|85|85|85,85|85|85|85|85,85|85|85|85|85,85|85|85|85|85,15,15,15,15,13,13,13,13,1,164446,0,0,0,0
100021202086,真新镇的小林,80001,90001,100021202,0,86,1011314,1011315,1011344,1011358,96,96,96,96,86|86|86|86|86,86|86|86|86|86,86|86|86|86|86,86|86|86|86|86,16,16,16,16,13,13,13,13,1,171719,0,0,0,0
100021202087,真新镇的小林,80001,90001,100021202,0,87,1011314,1011315,1011344,1011358,97,97,97,97,87|87|87|87|87,87|87|87|87|87,87|87|87|87|87,87|87|87|87|87,16,16,16,16,13,13,13,13,1,172947,0,0,0,0
100021202088,真新镇的小林,80001,90001,100021202,0,88,1011314,1011315,1011344,1011358,98,98,98,98,88|88|88|88|88,88|88|88|88|88,88|88|88|88|88,88|88|88|88|88,16,16,16,16,13,13,13,13,1,174166,0,0,0,0
100021202089,真新镇的小林,80001,90001,100021202,0,89,1011314,1011315,1011344,1011358,99,99,99,99,89|89|89|89|89,89|89|89|89|89,89|89|89|89|89,89|89|89|89|89,16,16,16,16,13,13,13,13,1,175394,0,0,0,0
100021202090,真新镇的小林,80001,90001,100021202,0,90,1012314,1012315,1012344,1012358,100,100,100,100,90|90|90|90|90,90|90|90|90|90,90|90|90|90|90,90|90|90|90|90,16,16,16,16,13,13,13,13,1,185844,0,0,0,0
100021203020,真新镇的小林,80001,90001,100021203,0,20,1005310,1005352,1005359,1005350,30,30,30,30,20|20|20|20|20,20|20|20|20|20,20|20|20|20|20,20|20|20|20|20,3,3,3,3,7,7,7,7,1,39944,0,0,0,0
100021203021,真新镇的小林,80001,90001,100021203,0,21,1005310,1005352,1005359,1005350,31,31,31,31,21|21|21|21|21,21|21|21|21|21,21|21|21|21|21,21|21|21|21|21,3,3,3,3,7,7,7,7,1,40615,24000,4800,0,0
100021203022,真新镇的小林,80001,90001,100021203,0,22,1005310,1005352,1005359,1005350,32,32,32,32,22|22|22|22|22,22|22|22|22|22,22|22|22|22|22,22|22|22|22|22,3,3,3,3,7,7,7,7,1,41276,25200,5040,0,0
100021203023,真新镇的小林,80001,90001,100021203,0,23,1005310,1005352,1005359,1005350,33,33,33,33,23|23|23|23|23,23|23|23|23|23,23|23|23|23|23,23|23|23|23|23,3,3,3,3,7,7,7,7,1,41946,26400,5280,0,0
100021203024,真新镇的小林,80001,90001,100021203,0,24,1005310,1005352,1005359,1005350,34,34,34,34,24|24|24|24|24,24|24|24|24|24,24|24|24|24|24,24|24|24|24|24,3,3,3,3,7,7,7,7,1,42607,27600,5520,0,0
100021203025,真新镇的小林,80001,90001,100021203,0,25,1005310,1005352,1005359,1005350,35,35,35,35,25|25|25|25|25,25|25|25|25|25,25|25|25|25|25,25|25|25|25|25,3,3,3,3,7,7,7,7,1,43277,28800,5760,0,0
100021203026,真新镇的小林,80001,90001,100021203,0,26,1005310,1005352,1005359,1005350,36,36,36,36,26|26|26|26|26,26|26|26|26|26,26|26|26|26|26,26|26|26|26|26,4,4,4,4,7,7,7,7,1,47823,30000,6000,0,0
100021203027,真新镇的小林,80001,90001,100021203,0,27,1005310,1005352,1005359,1005350,37,37,37,37,27|27|27|27|27,27|27|27|27|27,27|27|27|27|27,27|27|27|27|27,4,4,4,4,7,7,7,7,1,48603,31200,6240,0,0
100021203028,真新镇的小林,80001,90001,100021203,0,28,1005310,1005352,1005359,1005350,38,38,38,38,28|28|28|28|28,28|28|28|28|28,28|28|28|28|28,28|28|28|28|28,4,4,4,4,7,7,7,7,1,49372,32400,6480,0,0
100021203029,真新镇的小林,80001,90001,100021203,0,29,1005310,1005352,1005359,1005350,39,39,39,39,29|29|29|29|29,29|29|29|29|29,29|29|29|29|29,29|29|29|29|29,4,4,4,4,7,7,7,7,1,50152,33600,6720,0,0
100021203030,真新镇的小林,80001,90001,100021203,0,30,1006310,1006352,1006359,1006350,40,40,40,40,30|30|30|30|30,30|30|30|30|30,30|30|30|30|30,30|30|30|30|30,4,4,4,4,8,8,8,8,1,58581,34800,6960,0,0
100021203031,真新镇的小林,80001,90001,100021203,0,31,1006310,1006352,1006359,1006350,41,41,41,41,31|31|31|31|31,31|31|31|31|31,31|31|31|31|31,31|31|31|31|31,5,5,5,5,8,8,8,8,1,63799,36000,7200,0,0
100021203032,真新镇的小林,80001,90001,100021203,0,32,1006310,1006352,1006359,1006350,42,42,42,42,32|32|32|32|32,32|32|32|32|32,32|32|32|32|32,32|32|32|32|32,5,5,5,5,8,8,8,8,1,64687,37200,7440,0,0
100021203033,真新镇的小林,80001,90001,100021203,0,33,1006310,1006352,1006359,1006350,43,43,43,43,33|33|33|33|33,33|33|33|33|33,33|33|33|33|33,33|33|33|33|33,5,5,5,5,8,8,8,8,1,65574,38400,7680,0,0
100021203034,真新镇的小林,80001,90001,100021203,0,34,1006310,1006352,1006359,1006350,44,44,44,44,34|34|34|34|34,34|34|34|34|34,34|34|34|34|34,34|34|34|34|34,5,5,5,5,8,8,8,8,1,66462,39600,7920,0,0
100021203035,真新镇的小林,80001,90001,100021203,0,35,1006310,1006352,1006359,1006350,45,45,45,45,35|35|35|35|35,35|35|35|35|35,35|35|35|35|35,35|35|35|35|35,5,5,5,5,8,8,8,8,1,67349,40800,8160,0,0
100021203036,真新镇的小林,80001,90001,100021203,0,36,1006310,1006352,1006359,1006350,46,46,46,46,36|36|36|36|36,36|36|36|36|36,36|36|36|36|36,36|36|36|36|36,6,6,6,6,8,8,8,8,1,73226,42000,8400,0,0
100021203037,真新镇的小林,80001,90001,100021203,0,37,1006310,1006352,1006359,1006350,47,47,47,47,37|37|37|37|37,37|37|37|37|37,37|37|37|37|37,37|37|37|37|37,6,6,6,6,8,8,8,8,1,74224,43200,8640,0,0
100021203038,真新镇的小林,80001,90001,100021203,0,38,1006310,1006352,1006359,1006350,48,48,48,48,38|38|38|38|38,38|38|38|38|38,38|38|38|38|38,38|38|38|38|38,6,6,6,6,8,8,8,8,1,75219,44400,8880,0,0
100021203039,真新镇的小林,80001,90001,100021203,0,39,1006310,1006352,1006359,1006350,49,49,49,49,39|39|39|39|39,39|39|39|39|39,39|39|39|39|39,39|39|39|39|39,6,6,6,6,8,8,8,8,1,76225,45600,9120,0,0
100021203040,真新镇的小林,80001,90001,100021203,0,40,1007310,1007352,1007359,1007350,50,50,50,50,40|40|40|40|40,40|40|40|40|40,40|40|40|40|40,40|40|40|40|40,6,6,6,6,8,8,8,8,1,85840,46800,9360,0,0
100021203041,真新镇的小林,80001,90001,100021203,0,41,1007310,1007352,1007359,1007350,51,51,51,51,41|41|41|41|41,41|41|41|41|41,41|41|41|41|41,41|41|41|41|41,7,7,7,7,9,9,9,9,1,92854,48000,9600,0,0
100021203042,真新镇的小林,80001,90001,100021203,0,42,1007310,1007352,1007359,1007350,52,52,52,52,42|42|42|42|42,42|42|42|42|42,42|42|42|42|42,42|42|42|42|42,7,7,7,7,9,9,9,9,1,93959,49200,9840,0,0
100021203043,真新镇的小林,80001,90001,100021203,0,43,1007310,1007352,1007359,1007350,53,53,53,53,43|43|43|43|43,43|43|43|43|43,43|43|43|43|43,43|43|43|43|43,7,7,7,7,9,9,9,9,1,95073,50400,10080,0,0
100021203044,真新镇的小林,80001,90001,100021203,0,44,1007310,1007352,1007359,1007350,54,54,54,54,44|44|44|44|44,44|44|44|44|44,44|44|44|44|44,44|44|44|44|44,7,7,7,7,9,9,9,9,1,96178,51600,10320,0,0
100021203045,真新镇的小林,80001,90001,100021203,0,45,1007310,1007352,1007359,1007350,55,55,55,55,45|45|45|45|45,45|45|45|45|45,45|45|45|45|45,45|45|45|45|45,7,7,7,7,9,9,9,9,1,97292,52800,10560,0,0
100021203046,真新镇的小林,80001,90001,100021203,0,46,1007310,1007352,1007359,1007350,56,56,56,56,46|46|46|46|46,46|46|46|46|46,46|46|46|46|46,46|46|46|46|46,8,8,8,8,9,9,9,9,1,104500,54000,10800,0,0
100021203047,真新镇的小林,80001,90001,100021203,0,47,1007310,1007352,1007359,1007350,57,57,57,57,47|47|47|47|47,47|47|47|47|47,47|47|47|47|47,47|47|47|47|47,8,8,8,8,9,9,9,9,1,105724,55200,11040,0,0
100021203048,真新镇的小林,80001,90001,100021203,0,48,1007310,1007352,1007359,1007350,58,58,58,58,48|48|48|48|48,48|48|48|48|48,48|48|48|48|48,48|48|48|48|48,8,8,8,8,9,9,9,9,1,106937,56400,11280,0,0
100021203049,真新镇的小林,80001,90001,100021203,0,49,1007310,1007352,1007359,1007350,59,59,59,59,49|49|49|49|49,49|49|49|49|49,49|49|49|49|49,49|49|49|49|49,8,8,8,8,9,9,9,9,1,108160,57600,11520,0,0
100021203050,真新镇的小林,80001,90001,100021203,0,50,1008310,1008352,1008359,1008350,60,60,60,60,50|50|50|50|50,50|50|50|50|50,50|50|50|50|50,50|50|50|50|50,8,8,8,8,9,9,9,9,1,119435,58800,11760,0,0
100021203051,真新镇的小林,80001,90001,100021203,0,51,1008310,1008352,1008359,1008350,61,61,61,61,51|51|51|51|51,51|51|51|51|51,51|51|51|51|51,51|51|51|51|51,9,9,9,9,10,10,10,10,1,127780,60000,12000,0,0
100021203052,真新镇的小林,80001,90001,100021203,0,52,1008310,1008352,1008359,1008350,62,62,62,62,52|52|52|52|52,52|52|52|52|52,52|52|52|52|52,52|52|52|52|52,9,9,9,9,10,10,10,10,1,129112,0,0,0,0
100021203053,真新镇的小林,80001,90001,100021203,0,53,1008310,1008352,1008359,1008350,63,63,63,63,53|53|53|53|53,53|53|53|53|53,53|53|53|53|53,53|53|53|53|53,9,9,9,9,10,10,10,10,1,130443,0,0,0,0
100021203054,真新镇的小林,80001,90001,100021203,0,54,1008310,1008352,1008359,1008350,64,64,64,64,54|54|54|54|54,54|54|54|54|54,54|54|54|54|54,54|54|54|54|54,9,9,9,9,10,10,10,10,1,131775,0,0,0,0
100021203055,真新镇的小林,80001,90001,100021203,0,55,1008310,1008352,1008359,1008350,65,65,65,65,55|55|55|55|55,55|55|55|55|55,55|55|55|55|55,55|55|55|55|55,9,9,9,9,10,10,10,10,1,133106,0,0,0,0
100021203056,真新镇的小林,80001,90001,100021203,0,56,1008310,1008352,1008359,1008350,66,66,66,66,56|56|56|56|56,56|56|56|56|56,56|56|56|56|56,56|56|56|56|56,10,10,10,10,10,10,10,10,1,141645,0,0,0,0
100021203057,真新镇的小林,80001,90001,100021203,0,57,1008310,1008352,1008359,1008350,67,67,67,67,57|57|57|57|57,57|57|57|57|57,57|57|57|57|57,57|57|57|57|57,10,10,10,10,10,10,10,10,1,143087,0,0,0,0
100021203058,真新镇的小林,80001,90001,100021203,0,58,1008310,1008352,1008359,1008350,68,68,68,68,58|58|58|58|58,58|58|58|58|58,58|58|58|58|58,58|58|58|58|58,10,10,10,10,10,10,10,10,1,144526,0,0,0,0
100021203059,真新镇的小林,80001,90001,100021203,0,59,1008310,1008352,1008359,1008350,69,69,69,69,59|59|59|59|59,59|59|59|59|59,59|59|59|59|59,59|59|59|59|59,10,10,10,10,10,10,10,10,1,145976,0,0,0,0
100021203060,真新镇的小林,80001,90001,100021203,0,60,1009310,1009352,1009359,1009350,70,70,70,70,60|60|60|60|60,60|60|60|60|60,60|60|60|60|60,60|60|60|60|60,10,10,10,10,10,10,10,10,1,158908,0,0,0,0
100021203061,真新镇的小林,80001,90001,100021203,0,61,1009310,1009352,1009359,1009350,71,71,71,71,61|61|61|61|61,61|61|61|61|61,61|61|61|61|61,61|61|61|61|61,11,11,11,11,11,11,11,11,1,170209,0,0,0,0
100021203062,真新镇的小林,80001,90001,100021203,0,62,1009310,1009352,1009359,1009350,72,72,72,72,62|62|62|62|62,62|62|62|62|62,62|62|62|62|62,62|62|62|62|62,11,11,11,11,11,11,11,11,1,171757,0,0,0,0
100021203063,真新镇的小林,80001,90001,100021203,0,63,1009310,1009352,1009359,1009350,73,73,73,73,63|63|63|63|63,63|63|63|63|63,63|63|63|63|63,63|63|63|63|63,11,11,11,11,11,11,11,11,1,173315,0,0,0,0
100021203064,真新镇的小林,80001,90001,100021203,0,64,1009310,1009352,1009359,1009350,74,74,74,74,64|64|64|64|64,64|64|64|64|64,64|64|64|64|64,64|64|64|64|64,11,11,11,11,11,11,11,11,1,174864,0,0,0,0
100021203065,真新镇的小林,80001,90001,100021203,0,65,1009310,1009352,1009359,1009350,75,75,75,75,65|65|65|65|65,65|65|65|65|65,65|65|65|65|65,65|65|65|65|65,11,11,11,11,11,11,11,11,1,176422,0,0,0,0
100021203066,真新镇的小林,80001,90001,100021203,0,66,1009310,1009352,1009359,1009350,76,76,76,76,66|66|66|66|66,66|66|66|66|66,66|66|66|66|66,66|66|66|66|66,12,12,12,12,11,11,11,11,1,186293,0,0,0,0
100021203067,真新镇的小林,80001,90001,100021203,0,67,1009310,1009352,1009359,1009350,77,77,77,77,67|67|67|67|67,67|67|67|67|67,67|67|67|67|67,67|67|67|67|67,12,12,12,12,11,11,11,11,1,187961,0,0,0,0
100021203068,真新镇的小林,80001,90001,100021203,0,68,1009310,1009352,1009359,1009350,78,78,78,78,68|68|68|68|68,68|68|68|68|68,68|68|68|68|68,68|68|68|68|68,12,12,12,12,11,11,11,11,1,189617,0,0,0,0
100021203069,真新镇的小林,80001,90001,100021203,0,69,1009310,1009352,1009359,1009350,79,79,79,79,69|69|69|69|69,69|69|69|69|69,69|69|69|69|69,69|69|69|69|69,12,12,12,12,11,11,11,11,1,191284,0,0,0,0
100021203070,真新镇的小林,80001,90001,100021203,0,70,1010310,1010352,1010359,1010350,80,80,80,80,70|70|70|70|70,70|70|70|70|70,70|70|70|70|70,70|70|70|70|70,12,12,12,12,11,11,11,11,1,205880,0,0,0,0
100021203071,真新镇的小林,80001,90001,100021203,0,71,1010310,1010352,1010359,1010350,81,81,81,81,71|71|71|71|71,71|71|71|71|71,71|71|71|71|71,71|71|71|71|71,13,13,13,13,12,12,12,12,1,217584,0,0,0,0
100021203072,真新镇的小林,80001,90001,100021203,0,72,1010310,1010352,1010359,1010350,82,82,82,82,72|72|72|72|72,72|72|72|72|72,72|72|72|72|72,72|72|72|72|72,13,13,13,13,12,12,12,12,1,219359,0,0,0,0
100021203073,真新镇的小林,80001,90001,100021203,0,73,1010310,1010352,1010359,1010350,83,83,83,83,73|73|73|73|73,73|73|73|73|73,73|73|73|73|73,73|73|73|73|73,13,13,13,13,12,12,12,12,1,221134,0,0,0,0
100021203074,真新镇的小林,80001,90001,100021203,0,74,1010310,1010352,1010359,1010350,84,84,84,84,74|74|74|74|74,74|74|74|74|74,74|74|74|74|74,74|74|74|74|74,13,13,13,13,12,12,12,12,1,222910,0,0,0,0
100021203075,真新镇的小林,80001,90001,100021203,0,75,1010310,1010352,1010359,1010350,85,85,85,85,75|75|75|75|75,75|75|75|75|75,75|75|75|75|75,75|75|75|75|75,13,13,13,13,12,12,12,12,1,224685,0,0,0,0
100021203076,真新镇的小林,80001,90001,100021203,0,76,1010310,1010352,1010359,1010350,86,86,86,86,76|76|76|76|76,76|76|76|76|76,76|76|76|76|76,76|76|76|76|76,14,14,14,14,12,12,12,12,1,235887,0,0,0,0
100021203077,真新镇的小林,80001,90001,100021203,0,77,1010310,1010352,1010359,1010350,87,87,87,87,77|77|77|77|77,77|77|77|77|77,77|77|77|77|77,77|77|77|77|77,14,14,14,14,12,12,12,12,1,237772,0,0,0,0
100021203078,真新镇的小林,80001,90001,100021203,0,78,1010310,1010352,1010359,1010350,88,88,88,88,78|78|78|78|78,78|78|78|78|78,78|78|78|78|78,78|78|78|78|78,14,14,14,14,12,12,12,12,1,239655,0,0,0,0
100021203079,真新镇的小林,80001,90001,100021203,0,79,1010310,1010352,1010359,1010350,89,89,89,89,79|79|79|79|79,79|79|79|79|79,79|79|79|79|79,79|79|79|79|79,14,14,14,14,12,12,12,12,1,241549,0,0,0,0
100021203080,真新镇的小林,80001,90001,100021203,0,80,1011310,1011352,1011359,1011350,90,90,90,90,80|80|80|80|80,80|80|80|80|80,80|80|80|80|80,80|80|80|80|80,14,14,14,14,12,12,12,12,1,257791,0,0,0,0
100021203081,真新镇的小林,80001,90001,100021203,0,81,1011310,1011352,1011359,1011350,91,91,91,91,81|81|81|81|81,81|81|81|81|81,81|81|81|81|81,81|81|81|81|81,15,15,15,15,13,13,13,13,1,270827,0,0,0,0
100021203082,真新镇的小林,80001,90001,100021203,0,82,1011310,1011352,1011359,1011350,92,92,92,92,82|82|82|82|82,82|82|82|82|82,82|82|82|82|82,82|82|82|82|82,15,15,15,15,13,13,13,13,1,272819,0,0,0,0
100021203083,真新镇的小林,80001,90001,100021203,0,83,1011310,1011352,1011359,1011350,93,93,93,93,83|83|83|83|83,83|83|83|83|83,83|83|83|83|83,83|83|83|83|83,15,15,15,15,13,13,13,13,1,274821,0,0,0,0
100021203084,真新镇的小林,80001,90001,100021203,0,84,1011310,1011352,1011359,1011350,94,94,94,94,84|84|84|84|84,84|84|84|84|84,84|84|84|84|84,84|84|84|84|84,15,15,15,15,13,13,13,13,1,276813,0,0,0,0
100021203085,真新镇的小林,80001,90001,100021203,0,85,1011310,1011352,1011359,1011350,95,95,95,95,85|85|85|85|85,85|85|85|85|85,85|85|85|85|85,85|85|85|85|85,15,15,15,15,13,13,13,13,1,278815,0,0,0,0
100021203086,真新镇的小林,80001,90001,100021203,0,86,1011310,1011352,1011359,1011350,96,96,96,96,86|86|86|86|86,86|86|86|86|86,86|86|86|86|86,86|86|86|86|86,16,16,16,16,13,13,13,13,1,291349,0,0,0,0
100021203087,真新镇的小林,80001,90001,100021203,0,87,1011310,1011352,1011359,1011350,97,97,97,97,87|87|87|87|87,87|87|87|87|87,87|87|87|87|87,87|87|87|87|87,16,16,16,16,13,13,13,13,1,293460,0,0,0,0
100021203088,真新镇的小林,80001,90001,100021203,0,88,1011310,1011352,1011359,1011350,98,98,98,98,88|88|88|88|88,88|88|88|88|88,88|88|88|88|88,88|88|88|88|88,16,16,16,16,13,13,13,13,1,295560,0,0,0,0
100021203089,真新镇的小林,80001,90001,100021203,0,89,1011310,1011352,1011359,1011350,99,99,99,99,89|89|89|89|89,89|89|89|89|89,89|89|89|89|89,89|89|89|89|89,16,16,16,16,13,13,13,13,1,297672,0,0,0,0
100021203090,真新镇的小林,80001,90001,100021203,0,90,1012310,1012352,1012359,1012350,100,100,100,100,90|90|90|90|90,90|90|90|90|90,90|90|90|90|90,90|90|90|90|90,16,16,16,16,13,13,13,13,1,315941,0,0,0,0
100021204020,真新镇的小林,80001,90001,100021204,0,20,1005356,1005355,1005350,1005353,30,30,30,30,20|20|20|20|20,20|20|20|20|20,20|20|20|20|20,20|20|20|20|20,3,3,3,3,7,7,7,7,1,47353,0,0,0,0
100021204021,真新镇的小林,80001,90001,100021204,0,21,1005356,1005355,1005350,1005353,31,31,31,31,21|21|21|21|21,21|21|21|21|21,21|21|21|21|21,21|21|21|21|21,3,3,3,3,7,7,7,7,1,48150,24000,4800,0,0
100021204022,真新镇的小林,80001,90001,100021204,0,22,1005356,1005355,1005350,1005353,32,32,32,32,22|22|22|22|22,22|22|22|22|22,22|22|22|22|22,22|22|22|22|22,3,3,3,3,7,7,7,7,1,48943,25200,5040,0,0
100021204023,真新镇的小林,80001,90001,100021204,0,23,1005356,1005355,1005350,1005353,33,33,33,33,23|23|23|23|23,23|23|23|23|23,23|23|23|23|23,23|23|23|23|23,3,3,3,3,7,7,7,7,1,49740,26400,5280,0,0
100021204024,真新镇的小林,80001,90001,100021204,0,24,1005356,1005355,1005350,1005353,34,34,34,34,24|24|24|24|24,24|24|24|24|24,24|24|24|24|24,24|24|24|24|24,3,3,3,3,7,7,7,7,1,50533,27600,5520,0,0
100021204025,真新镇的小林,80001,90001,100021204,0,25,1005356,1005355,1005350,1005353,35,35,35,35,25|25|25|25|25,25|25|25|25|25,25|25|25|25|25,25|25|25|25|25,3,3,3,3,7,7,7,7,1,51330,28800,5760,0,0
100021204026,真新镇的小林,80001,90001,100021204,0,26,1005356,1005355,1005350,1005353,36,36,36,36,26|26|26|26|26,26|26|26|26|26,26|26|26|26|26,26|26|26|26|26,4,4,4,4,7,7,7,7,1,56758,30000,6000,0,0
