id,single_win_desc,single_lose_desc,unions_win_desc,multiple1,horn1,red_paper_desc,multiple2,horn2,red_paper_count,red_paper
50,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
51,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
52,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
53,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
54,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
55,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
56,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
57,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
58,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
59,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
60,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
61,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
62,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
63,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
64,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
65,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
66,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
67,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
68,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
69,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
70,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
71,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
72,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
73,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
74,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
75,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
76,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
77,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
78,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
79,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
80,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
81,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
82,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
83,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
84,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
85,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
86,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
87,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
88,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
89,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
90,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
91,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
92,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
93,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
94,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
95,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,0,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
96,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
97,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
98,你击败了第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵获得大量基础资源,你被第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层精灵击败,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层,1,0,[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]公会推进到第[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]层，给全服玩家发[colorindex:colorIndex=2]{}[colorindex:colorIndex=0]个红包,1,1,50,8888
