id,name,type,prev,post,openlv,boss_type,boss_icon,sp,max,sceneID,area,group1,group2,group3,group4,group5,stone,stone_num,itemfirst_id,itemdrops_id,bossdrops_id,first_reward1,gold_reward,word,dropmonster,buffid,buffpose,goldenstore,silverstore,fborder,fbdepict,makingdrop
100813,冰雪山脉,1,100812,100814,20,3,200632,6,99999,1008,3,1008131,1008132,1008136,0,0,1,1,80483,23001,0,6,3,word_y033,0,1,50,0,0,3,经过了一夜的酝酿，山顶冰晶闪闪发亮,"[[0,8],[0,16]]"
100814,试炼屋,1,100813,100815,20,3,200632,6,99999,1008,3,1008141,1008142,1008146,0,0,1,1,80484,23001,0,6,3,word_y033,0,1,50,0,0,4,山腰上的试炼屋，只有强者才能进入,"[[0,8],[0,16]]"
100815,雪峰洞,1,100814,100816,20,2,-204463,6,99999,1008,3,1008151,1008152,1008156,0,0,1,1,80485,23001,0,6,3,word_y033,0,1,50,0,0,5,通过试炼屋的小道就来到了雪峰洞,"[[0,8],[0,16]]"
100816,高地,1,100815,100817,20,3,200632,6,99999,1008,3,1008161,1008162,1008166,0,0,1,1,80486,23001,0,6,3,word_y033,0,1,50,0,0,6,雪峰高地是训练家磨砺自己的绝好地方,"[[0,8],[0,16]]"
100817,东边高地,1,100816,100818,20,3,200632,6,99999,1008,3,1008171,1008172,1008176,0,0,1,1,80487,23001,0,6,3,word_y033,0,1,50,0,0,7,东边的高地一片平潭,"[[0,8],[0,16]]"
100818,城南高地,1,100817,100819,20,3,200632,6,99999,1008,3,1008181,1008182,1008186,0,0,1,1,80488,23001,0,6,3,word_y033,0,1,50,0,0,8,比起东边高地，城南高地更显得峻峭,"[[0,8],[0,16]]"
100819,山间小屋,1,100818,100820,20,3,200632,6,99999,1008,3,1008191,1008192,1008196,0,0,1,1,80489,23001,0,6,3,word_y033,0,1,50,0,0,9,城南高地的山谷中间隐藏着不少小屋,"[[0,8],[0,16]]"
100820,齿轮站,1,100819,200811|100911,20,1,204213,6,99999,1008,3,1008201,1008202,1008206,0,0,1,1,80490,24201,0,6,3,word_y033,0,1,50,0,0,10,一个巨大的齿轮矗立在山顶上,"[[710003,14]]"
100911,地上的挑战,1,100820,100912,22,3,200632,6,99999,1009,3,1009111,1009112,1009116,0,0,1,1,80491,23001,0,6,3,word_y033,0,1,50,0,0,1,整座城市就像是一个巨大的矿山,"[[0,8],[0,16]]"
100912,矿井,1,100911,100913,22,3,200632,6,99999,1009,3,1009121,1009122,1009126,0,0,1,1,80492,23001,0,6,3,word_y033,0,1,50,0,0,2,城市有许多矿井，而这是最大的一个,"[[0,8],[0,16]]"
100913,深邃矿洞,1,100912,100914,22,3,200632,6,99999,1009,3,1009131,1009132,1009136,0,0,1,1,80493,23001,0,6,3,word_y033,0,1,50,0,0,3,从矿井下去，是深不可测的矿洞,"[[0,8],[0,16]]"
100914,山道,1,100913,100915,22,3,200632,6,99999,1009,3,1009141,1009142,1009146,0,0,1,1,80494,23001,0,6,3,word_y033,0,1,50,0,0,4,矿洞出来后，竟然发现与山道连接在一起,"[[0,8],[0,16]]"
100915,登山客,1,100914,100916,22,2,-204452,6,99999,1009,3,1009151,1009152,1009156,0,0,1,1,80495,23001,0,6,3,word_y033,0,1,50,0,0,5,“喂！你知道山顶在哪里吗？”,"[[0,8],[0,16]]"
100916,海边漩涡,1,100915,100917,22,3,200632,6,99999,1009,3,1009161,1009162,1009166,0,0,1,1,80496,23001,0,6,3,word_y033,0,1,50,0,0,6,攀上山顶后，大海一览无遗,"[[0,8],[0,16]]"
100917,娑罗城堡,1,100916,100918,22,3,200632,6,99999,1009,3,1009171,1009172,1009176,0,0,1,1,80497,23001,0,6,3,word_y033,0,1,50,0,0,7,山上有座名为娑罗的巨大城堡,"[[0,8],[0,16]]"
100918,精炼之塔,1,100917,100919,22,3,200632,6,99999,1009,3,1009181,1009182,1009186,0,0,1,1,80498,23001,0,6,3,word_y033,0,1,50,0,0,8,离城堡不远的地方是一座豪华巨塔,"[[0,8],[0,16]]"
100919,瞭望台,1,100918,100920,22,3,200632,6,99999,1009,3,1009191,1009192,1009196,0,0,1,1,80499,23001,0,6,3,word_y033,0,1,50,0,0,9,通过塔上的瞭望台，可以尽赏美景,"[[0,8],[0,16]]"
100920,菊老大的坚持,1,100919,200911|101011,22,1,204713,6,99999,1009,3,1009201,1009202,1009206,0,0,1,1,80500,24201,0,6,3,word_y033,0,1,50,0,0,10,“作为做工程的人，怎么能半途而废？”,"[[720003,14]]"
101011,紫菀花,1,100920,101012,24,3,200632,6,99999,1010,3,1010111,1010112,1010116,0,0,1,1,80501,23001,0,6,3,word_y033,0,1,50,0,0,1,透过一朵紫菀，能知晓什么秘密？,"[[0,8],[0,16]]"
101012,花道,1,101011,101013,24,3,200632,6,99999,1010,3,1010121,1010122,1010126,0,0,1,1,80502,23001,0,6,3,word_y033,0,1,50,0,0,2,整条路花香扑鼻，仔细一看好像都是紫菀？,"[[0,8],[0,16]]"
101013,占卜小屋,1,101012,101014,24,3,200632,6,99999,1010,3,1010131,1010132,1010136,0,0,1,1,80503,23001,0,6,3,word_y033,0,1,50,0,0,3,一条小小的分岔路指向了一间小屋,"[[0,8],[0,16]]"
101014,日晷,1,101013,101015,24,3,200632,6,99999,1010,3,1010141,1010142,1010146,0,0,1,1,80504,23001,0,6,3,word_y033,0,1,50,0,0,4,小屋外面摆放着的这个设备有何作用呢？,"[[0,8],[0,16]]"
101015,幻象？,1,101014,101016,24,2,-204493,6,99999,1010,3,1010151,1010152,1010156,0,0,1,1,80505,23001,0,6,3,word_y033,0,1,50,0,0,5,烈日当空，难道是晒出了幻觉？,"[[0,8],[0,16]]"
101016,紫菀咖啡店,1,101015,101017,24,3,200632,6,99999,1010,3,1010161,1010162,1010166,0,0,1,1,80506,23001,0,6,3,word_y033,0,1,50,0,0,6,一觉醒来，传来了阵阵咖啡的香气,"[[0,8],[0,16]]"
101017,迷之少女,1,101016,101018,24,3,200632,6,99999,1010,3,1010171,1010172,1010176,0,0,1,1,80507,23001,0,6,3,word_y033,0,1,50,0,0,7,眼前的少女喃喃道什么仪式…命运…,"[[0,8],[0,16]]"
101018,紫菀广场,1,101017,101019,24,3,200632,6,99999,1010,3,1010181,1010182,1010186,0,0,1,1,80508,23001,0,6,3,word_y033,0,1,50,0,0,8,从咖啡店出来，竟然发现整个广场都飘着花香,"[[0,8],[0,16]]"
101019,花之守护,1,101018,101020,24,3,200632,6,99999,1010,3,1010191,1010192,1010196,0,0,1,1,80509,23001,0,6,3,word_y033,0,1,50,0,0,9,紫菀为整座城市提供了非一般的生命之力,"[[0,8],[0,16]]"
101020,百刻道馆,1,101019,201011|101111,24,1,204703,6,99999,1010,3,1010201,1010202,1010206,0,0,1,1,80510,24201,0,6,3,word_y033,0,1,50,0,0,10,花瓣的纹路之深，就跟刻上去的一样,"[[730003,14]]"
101111,火箭队老大,1,101020,101112,26,3,200632,6,99999,1011,3,1011111,1011112,1011116,0,0,1,1,80511,23001,0,6,3,word_y033,0,1,50,0,0,1,喵…喵！！,"[[0,8],[0,16]]"
101112,仓库,1,101111,101113,26,3,200632,6,99999,1011,3,1011121,1011122,1011126,0,0,1,1,80512,23001,0,6,3,word_y033,0,1,50,0,0,2,火箭队的仓库里，会不会有传说小精灵？,"[[0,8],[0,16]]"
101113,小次郎的故事,1,101112,101114,26,3,200632,6,99999,1011,3,1011131,1011132,1011136,0,0,1,1,80513,23001,0,6,3,word_y033,0,1,50,0,0,3,曾经的富二代有着怎样的秘密？,"[[0,8],[0,16]]"
101114,竞技场,1,101113,101115,26,3,200632,6,99999,1011,3,1011141,1011142,1011146,0,0,1,1,80514,23001,0,6,3,word_y033,0,1,50,0,0,4,常磐竞技场，火箭队特约竞技场,"[[0,8],[0,16]]"
101115,精灵学院,1,101114,101116,26,2,-204193,6,99999,1011,3,1011151,1011152,1011156,0,0,1,1,80515,23001,0,6,3,word_y033,0,1,50,0,0,5,这里培养出来的会不会都是火箭队？,"[[0,8],[0,16]]"
101116,常磐商店,1,101115,101117,26,3,200632,6,99999,1011,3,1011161,1011162,1011166,0,0,1,1,80516,23001,0,6,3,word_y033,0,1,50,0,0,6,一家看起来毫无亮点的商店,"[[0,8],[0,16]]"
101117,武藏的故事,1,101116,101118,26,3,200632,6,99999,1011,3,1011171,1011172,1011176,0,0,1,1,80517,23001,0,6,3,word_y033,0,1,50,0,0,7,三人组的大姐大又有什么故事？,"[[0,8],[0,16]]"
101118,火箭队基地,1,101117,101119,26,3,200632,6,99999,1011,3,1011181,1011182,1011186,0,0,1,1,80518,23001,0,6,3,word_y033,0,1,50,0,0,8,基地戒备深严，闲人勿进,"[[0,8],[0,16]]"
101119,秘密指挥所,1,101118,101120,26,3,200632,6,99999,1011,3,1011191,1011192,1011196,0,0,1,1,80519,23001,0,6,3,word_y033,0,1,50,0,0,9,指挥所里会遇到什么了不起的人物吗？,"[[0,8],[0,16]]"
101120,常磐道馆,1,101119,101211|201111,26,1,204693,6,99999,1011,3,1011201,1011202,1011206,0,0,1,1,80520,24201,0,6,3,word_y033,0,1,50,0,0,10,在这里可以挑战火箭队BOSS--坂木！,"[[780003,14]]"
101211,枯树,1,101120,101212,28,3,200632,6,99999,1012,3,1012111,1012112,1012116,0,0,1,1,80521,23001,0,6,3,word_y033,0,1,50,0,0,1,在这座郁郁葱葱的城市里，枯木并不常见,"[[0,8],[0,16]]"
101212,125水道,1,101211,101213,28,3,200632,6,99999,1012,3,1012121,1012122,1012126,0,0,1,1,80522,23001,0,6,3,word_y033,0,1,50,0,0,2,枯木之下是条水道，难道这是枯萎的原因？,"[[0,8],[0,16]]"
101213,吼吼鲸海岸,1,101212,101214,28,3,200632,6,99999,1012,3,1012131,1012132,1012136,0,0,1,1,80523,23001,0,6,3,word_y033,0,1,50,0,0,3,沿着水道走到海边，运气好能看到吼吼鲸呢,"[[0,8],[0,16]]"
101214,平原民居,1,101213,101215,28,3,200632,6,99999,1012,3,1012141,1012142,1012146,0,0,1,1,80524,23001,0,6,3,word_y033,0,1,50,0,0,4,景色秀丽的地方，少不了定居者,"[[0,8],[0,16]]"
101215,太空总署,1,101214,101216,28,2,-204683,6,99999,1012,3,1012151,1012152,1012156,0,0,1,1,80525,23001,0,6,3,word_y033,0,1,50,0,0,5,传说太空总署建在这里，全因空气好,"[[0,8],[0,16]]"
101216,逢春,1,101215,101217,28,3,200632,6,99999,1012,3,1012161,1012162,1012166,0,0,1,1,80526,23001,0,6,3,word_y033,0,1,50,0,0,6,放眼望其，除了枯木以外，遍地盎然春色,"[[0,8],[0,16]]"
101217,游乐场,1,101216,101218,28,3,200632,6,99999,1012,3,1012171,1012172,1012176,0,0,1,1,80527,23001,0,6,3,word_y033,0,1,50,0,0,7,如此怡人的地方怎能少了游乐场？,"[[0,8],[0,16]]"
101218,送神火山,1,101217,101219,28,3,200632,6,99999,1012,3,1012181,1012182,1012186,0,0,1,1,80528,23001,0,6,3,word_y033,0,1,50,0,0,8,送神送的是哪个神，并没有人知道,"[[0,8],[0,16]]"
101219,山顶,1,101218,101220,28,3,200632,6,99999,1012,3,1012191,1012192,1012196,0,0,1,1,80529,23001,0,6,3,word_y033,0,1,50,0,0,9,所谓一览众山小,"[[0,8],[0,16]]"
101220,绿岭,1,101219,101311|201211,28,1,204223,6,99999,1012,3,1012201,1012202,1012206,0,0,1,1,80530,24201,0,6,3,word_y033,0,1,50,0,0,10,整个古木岛，就像是一座大大的绿岭,"[[760003,14]]"
101311,螺号,1,101220,101312,30,3,200632,6,99999,1013,3,1013111,1013112,1013116,0,0,1,1,80531,23001,0,6,3,word_y033,0,1,50,0,0,1,整座城市似乎都隐隐发出呼呼的螺号,"[[0,8],[0,16]]"
101312,山顶车站,1,101311,101313,30,3,200632,6,99999,1013,3,1013121,1013122,1013126,0,0,1,1,80532,23001,0,6,3,word_y033,0,1,50,0,0,2,山顶车站是联系山上山下的唯一路径,"[[0,8],[0,16]]"
101313,山顶悬崖,1,101312,101314,30,3,200632,6,99999,1013,3,1013131,1013132,1013136,0,0,1,1,80533,23001,0,6,3,word_y033,0,1,50,0,0,3,离车站不远的地方，是一处凸出的悬崖,"[[0,8],[0,16]]"
101314,眺望台,1,101313,101315,30,3,200632,6,99999,1013,3,1013141,1013142,1013146,0,0,1,1,80534,23001,0,6,3,word_y033,0,1,50,0,0,4,瞭望台就建在悬崖凸出部上，让人心悸,"[[0,8],[0,16]]"
101315,日出旅馆,1,101314,101316,30,2,-204033,6,99999,1013,3,1013151,1013152,1013156,0,0,1,1,80535,23001,0,6,3,word_y033,0,1,50,0,0,5,这里堪称整个大陆最佳的日出观赏地点,"[[0,8],[0,16]]"
101316,熏香店,1,101315,101317,30,3,200632,6,99999,1013,3,1013161,1013162,1013166,0,0,1,1,80536,23001,0,6,3,word_y033,0,1,50,0,0,6,这家店卖的熏香全大陆的人交口称赞,"[[0,8],[0,16]]"
101317,海螺车站,1,101316,101318,30,3,200632,6,99999,1013,3,1013171,1013172,1013176,0,0,1,1,80537,23001,0,6,3,word_y033,0,1,50,0,0,7,从山顶下来的列车就会来到这里,"[[0,8],[0,16]]"
101318,忧郁的人,1,101317,101319,30,3,200632,6,99999,1013,3,1013181,1013182,1013186,0,0,1,1,80538,23001,0,6,3,word_y033,0,1,50,0,0,8,从很久以前开始，车站旁边就坐着个忧郁的人,"[[0,8],[0,16]]"
101319,旅馆,1,101318,101320,30,3,200632,6,99999,1013,3,1013191,1013192,1013196,0,0,1,1,80539,23001,0,6,3,word_y033,0,1,50,0,0,9,旅馆中的人有些来看日出，有些则是看忧郁者,"[[0,8],[0,16]]"
101320,菊儿香,1,101319,101411|201311,30,1,204262,6,99999,1013,3,1013201,1013202,1013206,0,0,1,1,80540,24202,0,6,3,word_y033,0,1,50,0,0,10,小菊儿的菊儿香,"[[790004,14]]"
101411,神秘巨木,1,101320,101412,31,3,200632,7,99999,1014,3,1014111,1014112,1014116,0,0,1,1,80541,23001,0,7,4,word_y033,0,1,50,0,0,1,一节巨大的木头矗立在小镇中心,"[[0,8],[0,16]]"
101412,迷迭香,1,101411,101413,31,3,200632,7,99999,1014,3,1014121,1014122,1014126,0,0,1,1,80542,23001,0,7,4,word_y033,0,1,50,0,0,2,走进巨木的人都能够闻到淡淡的香气,"[[0,8],[0,16]]"
101413,香薰小路,1,101412,101414,31,3,200632,7,99999,1014,3,1014131,1014132,1014136,0,0,1,1,80543,23001,0,7,4,word_y033,0,1,50,0,0,3,这里的香薰不比海螺市的差,"[[0,8],[0,16]]"
101414,樱花树,1,101413,101415,31,3,200632,7,99999,1014,3,1014141,1014142,1014146,0,0,1,1,80544,23001,0,7,4,word_y033,0,1,50,0,0,4,每逢樱花季，这里就是全大陆最多人来的地方,"[[0,8],[0,16]]"
101415,不可思议之街,1,101414,101416,31,2,-204023,7,99999,1014,3,1014151,1014152,1014156,0,0,1,1,80545,23001,0,7,4,word_y033,0,1,50,0,0,5,不可思议之街贩卖不可思议之物,"[[0,8],[0,16]]"
101416,和服少女,1,101415,101417,31,3,200632,7,99999,1014,3,1014161,1014162,1014166,0,0,1,1,80546,23001,0,7,4,word_y033,0,1,50,0,0,6,街上走来的和服少女让路人纷纷为之侧目,"[[0,8],[0,16]]"
101417,时装秀,1,101416,101418,31,3,200632,7,99999,1014,3,1014171,1014172,1014176,0,0,1,1,80547,23001,0,7,4,word_y033,0,1,50,0,0,7,转瞬之间，和服少女就换成了时尚style,"[[0,8],[0,16]]"
101418,友好商店,1,101417,101419,31,3,200632,7,99999,1014,3,1014181,1014182,1014186,0,0,1,1,80548,23001,0,7,4,word_y033,0,1,50,0,0,8,不出所料，商店里卖的都是各式服装,"[[0,8],[0,16]]"
101419,精灵球工厂,1,101418,101420,31,3,200632,7,99999,1014,3,1014191,1014192,1014196,0,0,1,1,80549,23001,0,7,4,word_y033,0,1,50,0,0,9,顾名思义，这里就是生产各种精灵球的地方,"[[0,8],[0,16]]"
101420,香薰道馆,1,101419,101511|201411,31,1,204512,7,99999,1014,3,1014201,1014202,1014206,0,0,1,1,80550,24202,0,7,4,word_y033,0,1,50,0,0,10,又见到那个让人难忘了少女了！,"[[710004,14]]"
101511,梦中彩虹,1,101420,101512,32,3,200632,7,99999,1015,3,1015111,1015112,1015116,0,0,1,1,80551,23001,0,7,4,word_y033,0,1,50,0,0,1,一道彩虹跨越梦中,"[[0,8],[0,16]]"
101512,彩虹大厦,1,101511,101513,32,3,200632,7,99999,1015,3,1015121,1015122,1015126,0,0,1,1,80552,23001,0,7,4,word_y033,0,1,50,0,0,2,这座大厦的霓虹灯之绚丽犹如彩虹,"[[0,8],[0,16]]"
101513,百货大楼,1,101512,101514,32,3,200632,7,99999,1015,3,1015131,1015132,1015136,0,0,1,1,80553,23001,0,7,4,word_y033,0,1,50,0,0,3,大陆上商品最多最完善的百货了,"[[0,8],[0,16]]"
101514,彩虹喷泉,1,101513,101515,32,3,200632,7,99999,1015,3,1015141,1015142,1015146,0,0,1,1,80554,23001,0,7,4,word_y033,0,1,50,0,0,4,人们说，在阳光的照耀下能看到万道彩虹,"[[0,8],[0,16]]"
101515,莉佳的愿望,1,101514,101516,32,2,-204753,7,99999,1015,3,1015151,1015152,1015156,0,0,1,1,80555,23001,0,7,4,word_y033,0,1,50,0,0,5,“愿人们与植物和谐相处！”,"[[0,8],[0,16]]"
101516,睡美人,1,101515,101517,32,3,200632,7,99999,1015,3,1015161,1015162,1015166,0,0,1,1,80556,23001,0,7,4,word_y033,0,1,50,0,0,6,喜欢亲近植物的莉佳却是一个喜欢睡觉的人,"[[0,8],[0,16]]"
101517,彩虹大酒店,1,101516,101518,32,3,200632,7,99999,1015,3,1015171,1015172,1015176,0,0,1,1,80557,23001,0,7,4,word_y033,0,1,50,0,0,7,彩虹大酒店是大陆上最为豪华的旅馆，适合睡觉,"[[0,8],[0,16]]"
101518,火箭指挥部,1,101517,101519,32,3,200632,7,99999,1015,3,1015181,1015182,1015186,0,0,1,1,80558,23001,0,7,4,word_y033,0,1,50,0,0,8,所谓的“坏蛋”都集合在这里了！,"[[0,8],[0,16]]"
101519,突然的火灾,1,101518,101520,32,3,200632,7,99999,1015,3,1015191,1015192,1015196,0,0,1,1,80559,23001,0,7,4,word_y033,0,1,50,0,0,9,战斗过程中的火灾，毫无疑问是火箭队搞鬼！,"[[0,8],[0,16]]"
101520,彩虹道馆,1,101519,101611|201511,32,1,204291,7,99999,1015,3,1015201,1015202,1015206,0,0,1,1,80560,24202,0,7,4,word_y033,0,1,50,0,0,10,最美的彩虹徽章，就静静地放在这里,"[[750004,14]]"
101611,朝香的一号道路,1,101520,101612,33,3,200632,7,99999,1016,3,1016111,1016112,1016116,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,1,新的征程就此展开,"[[0,8],[0,16]]"
101612,朝香广场,1,101611,101613,33,3,200632,7,99999,1016,3,1016121,1016122,1016126,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,2,人员虽然稀稀拉拉，但也别有一番风味,"[[0,8],[0,16]]"
101613,朝香花开,1,101612,101614,33,3,200632,7,99999,1016,3,1016131,1016132,1016136,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,3,花儿的开放意味着,"[[0,8],[0,16]]"
101614,莎丽娜的家,1,101613,101615,33,3,200632,7,99999,1016,3,1016141,1016142,1016146,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,4,小伙伴莎丽娜就住在这哦,"[[0,8],[0,16]]"
101615,妈妈的宠物,1,101614,101616,33,2,-204053,7,99999,1016,3,1016151,1016152,1016156,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,5,叽叽喳喳的小箭雀怎么就会讨妈妈喜欢呢？,"[[0,8],[0,16]]"
101616,9人大会,1,101615,101617,33,3,200632,7,99999,1016,3,1016161,1016162,1016166,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,6,在场的这9个人就是朝香镇的所有居民啦！,"[[0,8],[0,16]]"
101617,嘱咐,1,101616,101618,33,3,200632,7,99999,1016,3,1016171,1016172,1016176,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,7,来自家乡同胞的嘱咐总是那么窝心,"[[0,8],[0,16]]"
101618,卡勒姆的家,1,101617,101619,33,3,200632,7,99999,1016,3,1016181,1016182,1016186,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,8,小伙伴卡勒姆就住在这哦,"[[0,8],[0,16]]"
101619,征途的继续,1,101618,101620,33,3,200632,7,99999,1016,3,1016191,1016192,1016196,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,9,训练家，准备出发吧！,"[[0,8],[0,16]]"
101620,犀牛的铁甲,1,101619,101711|201611,33,1,204693,7,99999,1016,3,1016201,1016202,1016206,0,0,1,1,0,24202,0,7,4,word_y033,0,1,50,0,0,10,这只铁甲犀牛一直趴在家门口，真是奇怪,"[[720004,14]]"
101711,美景之川,1,101620,101712,34,3,200632,7,99999,1017,3,1017111,1017112,1017116,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,1,美川镇因美景而得名,"[[0,8],[0,16]]"
101712,薰衣草之乡,1,101711,101713,34,3,200632,7,99999,1017,3,1017121,1017122,1017126,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,2,在镇子里随处可见薰衣草的制品,"[[0,8],[0,16]]"
101713,薰衣草园,1,101712,101714,34,3,200632,7,99999,1017,3,1017131,1017132,1017136,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,3,美川的薰衣草就像异世界的普罗旺斯呢,"[[0,8],[0,16]]"
101714,友好商店,1,101713,101715,34,3,200632,7,99999,1017,3,1017141,1017142,1017146,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,4,有钱就来买买买吧！,"[[0,8],[0,16]]"
101715,宝贝球屋,1,101714,101716,34,2,-204733,7,99999,1017,3,1017151,1017152,1017156,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,5,在这里有好多好多精灵球哦,"[[0,8],[0,16]]"
101716,药水屋,1,101715,101717,34,3,200632,7,99999,1017,3,1017161,1017162,1017166,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,6,美川的药水物美价廉供全球,"[[0,8],[0,16]]"
101717,恢复屋,1,101716,101718,34,3,200632,7,99999,1017,3,1017171,1017172,1017176,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,7,这只是一个小号的小精灵中心,"[[0,8],[0,16]]"
101718,美川一号路,1,101717,101719,34,3,200632,7,99999,1017,3,1017181,1017182,1017186,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,8,其实这条路是通往朝香镇的我会乱说？,"[[0,8],[0,16]]"
101719,窄木桥,1,101718,101720,34,3,200632,7,99999,1017,3,1017191,1017192,1017196,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,9,一条窄窄的木桥就是这里的主要干道,"[[0,8],[0,16]]"
101720,美川摄影点,1,101719,101811|201711,34,1,204013,7,99999,1017,3,1017201,1017202,1017206,0,0,1,1,0,24202,0,7,4,word_y033,0,1,50,0,0,10,河边的摄影点免费提供服务，只要你能赢了他,"[[740004,14]]"
101811,雪风风车,1,101720,101812,35,3,200632,7,99999,1018,3,1018111,1018112,1018116,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,1,大风车，慢慢转悠悠,"[[0,8],[0,16]]"
101812,风车机房,1,101811,101813,35,3,200632,7,99999,1018,3,1018121,1018122,1018126,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,2,硕大的风车竟然是依靠人力？,"[[0,8],[0,16]]"
101813,河道,1,101812,101814,35,3,200632,7,99999,1018,3,1018131,1018132,1018136,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,3,涓涓细流从风车下过，带动着转叶的旋转,"[[0,8],[0,16]]"
101814,遗忘老爷爷,1,101813,101815,35,3,200632,7,99999,1018,3,1018141,1018142,1018146,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,4,你说啥？雪什么？什么风？,"[[0,8],[0,16]]"
101815,花田,1,101814,101816,35,2,-204723,7,99999,1018,3,1018151,1018152,1018156,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,5,这里的花田…其实是棉花哦,"[[0,8],[0,16]]"
101816,农夫,1,101815,101817,35,3,200632,7,99999,1018,3,1018161,1018162,1018166,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,6,棉花地的农夫正在辛勤劳作，或许是个高手？,"[[0,8],[0,16]]"
101817,冰冻洞窟,1,101816,101818,35,3,200632,7,99999,1018,3,1018171,1018172,1018176,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,7,洞窟里外差别之大让人无法直视,"[[0,8],[0,16]]"
101818,蜿蜒小道,1,101817,101819,35,3,200632,7,99999,1018,3,1018181,1018182,1018186,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,8,洞窟旁边的这条小路不仔细看还真难让人发现,"[[0,8],[0,16]]"
101819,技能数学狂,1,101818,101820,35,3,200632,7,99999,1018,3,1018191,1018192,1018196,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,9,给我心之鳞片，你想干啥都行,"[[0,8],[0,16]]"
101820,雪风,1,101819,101911|201811,35,1,204033,7,99999,1018,3,1018201,1018202,1018206,0,0,1,1,0,24202,0,7,4,word_y033,0,1,50,0,0,10,天空中的白絮其实并不是雪，而是棉毛,"[[730004,14]]"
101911,百刻石,1,101820,101912,36,3,200632,7,99999,1019,3,1019111,1019112,1019116,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,1,石头上的斑驳痕迹似乎在诉说着什么,"[[0,8],[0,16]]"
101912,石迹,1,101911,101913,36,3,200632,7,99999,1019,3,1019121,1019122,1019126,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,2,仔细看看石头上的痕迹，貌似是一张地图？,"[[0,8],[0,16]]"
101913,咖啡店,1,101912,101914,36,3,200632,7,99999,1019,3,1019131,1019132,1019136,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,3,什么样的老板才会在咖啡店里卖安眠药？,"[[0,8],[0,16]]"
101914,沮丧老人,1,101913,101915,36,3,200632,7,99999,1019,3,1019141,1019142,1019146,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,4,沮丧的老人想要给你交代一些东西,"[[0,8],[0,16]]"
101915,真日晷,1,101914,101916,36,2,-204153,7,99999,1019,3,1019151,1019152,1019156,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,5,这个类似日晷的神秘物体，是来自宇宙的？,"[[0,8],[0,16]]"
101916,百刻花,1,101915,101917,36,3,200632,7,99999,1019,3,1019161,1019162,1019166,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,6,离日晷不远处是一片花丛，两者之间有什么联系吗,"[[0,8],[0,16]]"
101917,舞台,1,101916,101918,36,3,200632,7,99999,1019,3,1019171,1019172,1019176,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,7,越过花丛是一片舞台,"[[0,8],[0,16]]"
101918,三冠卫星赛,1,101917,101919,36,3,200632,7,99999,1019,3,1019181,1019182,1019186,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,8,通过卫星赛可以上天，然而那么久并没有人试过,"[[0,8],[0,16]]"
101919,回忆少女,1,101918,101920,36,3,200632,7,99999,1019,3,1019191,1019192,1019196,0,0,1,1,0,23001,0,7,4,word_y033,0,1,50,0,0,9,这个女孩说她可以读取人们的记忆,"[[0,8],[0,16]]"
